measure_start,beat_start,measure_end,beat_end,motive,instruments
7,3.25,7,3.5,M4,
7,3.5,7,3.75,M3,
7,3.5,7,3.75,M4,
7,3.75,7,4.0,M4,
7,4.0,8,1.0,M2,
7,4.0,7,4.25,M3,
7,4.0,7,4.25,M4,
7,4.25,7,4.5,M4,
7,4.5,7,4.75,M3,
7,4.5,7,4.75,M4,
7,4.75,8,1.0,M4,
8,1.0,8,2.0,M2,
8,1.0,8,1.25,M3,
8,1.0,8,1.25,M4,
8,1.25,8,1.5,M4,
8,1.5,8,1.75,M3,
8,1.5,8,1.75,M4,
8,1.75,8,2.0,M4,
8,2.0,8,3.0,M2,
8,2.0,8,2.25,M3,
8,2.0,8,2.25,M4,
8,2.25,8,2.5,M4,
8,2.5,8,2.75,M3,
8,2.5,8,2.75,M4,
8,2.75,8,3.0,M4,
8,3.0,8,4.0,M2,
8,3.0,8,3.25,M3,
8,3.0,8,3.25,M4,
8,3.25,8,3.5,M4,
8,3.5,8,3.75,M3,
8,3.5,8,3.75,M4,
8,3.75,8,4.0,M4,
8,4.0,9,1.0,M2,
8,4.0,8,4.25,M3,
8,4.0,8,4.25,M4,
8,4.25,8,4.5,M4,
8,4.5,8,4.75,M3,
8,4.5,8,4.75,M4,
8,4.75,9,1.0,M4,
9,1.0,9,1.25,M4,
9,1.25,9,1.5,M4,
9,1.5,9,1.75,M4,
9,1.75,9,2.0,M4,
9,2.0,9,2.25,M4,
9,2.25,9,2.5,M4,
9,2.5,9,2.75,M4,
9,2.75,9,3.0,M4,
9,3.0,9,3.25,M4,
9,3.25,9,3.5,M4,
9,3.5,9,3.75,M4,
9,3.75,9,4.0,M4,
9,4.0,9,4.25,M4,
9,4.25,9,4.5,M4,
9,4.5,9,4.75,M4,
9,4.75,10,1.0,M4,
10,1.0,23,1.0,M1,
10,1.0,10,1.5,M3,
10,1.0,10,3.0,M5,
10,1.5,10,2.0,M3,
10,2.0,10,2.5,M3,
10,2.5,10,3.0,M3,
10,3.0,10,3.5,M3,
10,3.5,10,4.0,M3,
10,3.5,11,1.0,M6,
10,4.0,10,4.5,M3,
10,4.5,11,1.0,M3,
11,1.0,11,1.5,M3,
11,1.0,11,2.0,M5,
11,1.0,11,2.0,M6,
11,1.5,11,2.0,M3,
11,2.0,11,2.5,M3,
11,2.5,11,3.0,M3,
11,2.5,11,4.0,M6,
11,3.0,11,3.5,M3,
11,3.5,11,4.0,M3,
11,4.0,11,4.5,M3,
11,4.0,12,1.0,M6,
11,4.5,12,1.0,M3,
12,1.0,12,1.25,M3,
12,1.0,12,1.25,M4,
12,1.0,12,3.0,M5,
12,1.25,12,1.5,M4,
12,1.5,12,1.75,M3,
12,1.5,12,1.75,M4,
12,1.5,12,3.0,M6,
12,1.75,12,2.0,M4,
12,2.0,12,2.25,M3,
12,2.0,12,2.25,M4,
12,2.25,12,2.5,M4,
12,2.5,12,2.75,M3,
12,2.5,12,2.75,M4,
12,2.75,12,3.0,M4,
12,3.0,12,3.25,M3,
12,3.0,12,3.25,M4,
12,3.0,12,4.0,M6,
12,3.25,12,3.5,M4,
12,3.5,12,3.75,M3,
12,3.5,12,3.75,M4,
12,3.75,12,4.0,M4,
12,4.0,12,4.25,M3,
12,4.0,12,4.25,M4,
12,4.25,12,4.5,M4,
12,4.5,12,4.75,M3,
12,4.5,12,4.75,M4,
12,4.75,13,1.0,M4,
13,1.0,13,1.25,M3,
13,1.0,13,1.25,M4,
13,1.0,13,3.0,M5,
13,1.0,13,2.0,M6,
13,1.25,13,1.5,M4,
13,1.5,13,1.75,M3,
13,1.5,13,1.75,M4,
13,1.75,13,2.0,M4,
13,2.0,13,2.25,M3,
13,2.0,13,2.25,M4,
13,2.25,13,2.5,M4,
13,2.5,13,2.75,M3,
13,2.5,13,2.75,M4,
13,2.75,13,3.0,M4,
13,3.0,13,3.25,M3,
13,3.0,13,3.25,M4,
13,3.0,13,4.0,M6,
13,3.25,13,3.5,M4,
13,3.5,13,3.75,M3,
13,3.5,13,3.75,M4,
13,3.75,13,4.0,M4,
13,4.0,13,4.25,M3,
13,4.0,13,4.25,M4,
13,4.25,13,4.5,M4,
13,4.5,13,4.75,M3,
13,4.5,13,4.75,M4,
13,4.75,14,1.0,M4,
14,1.0,14,1.25,M3,
14,1.0,14,1.25,M4,
14,1.0,14,3.0,M5,
14,1.0,14,2.0,M6,
14,1.25,14,1.5,M4,
14,1.5,14,1.75,M3,
14,1.5,14,1.75,M4,
14,1.75,14,2.0,M4,
14,2.0,14,2.25,M3,
14,2.0,14,2.25,M4,
14,2.25,14,2.5,M4,
14,2.5,14,2.75,M3,
14,2.5,14,2.75,M4,
14,2.75,14,3.0,M4,
14,3.0,14,3.25,M3,
14,3.0,14,3.25,M4,
14,3.0,14,4.0,M6,
14,3.25,14,3.5,M4,
14,3.5,14,3.75,M3,
14,3.5,14,3.75,M4,
14,3.75,14,4.0,M4,
14,4.0,14,4.25,M3,
14,4.0,14,4.25,M4,
14,4.25,14,4.5,M4,
14,4.5,14,4.75,M3,
14,4.5,14,4.75,M4,
14,4.75,15,1.0,M4,
15,1.0,15,2.0,M2,
15,1.0,15,1.25,M3,
15,1.0,15,1.25,M4,
15,1.25,15,1.5,M4,
15,1.5,15,1.75,M3,
15,1.5,15,1.75,M4,
15,1.75,15,2.0,M4,
15,2.0,15,3.0,M2,
15,2.0,15,2.25,M3,
15,2.0,15,2.25,M4,
15,2.25,15,2.5,M4,
15,2.5,15,2.75,M3,
15,2.5,15,2.75,M4,
15,2.75,15,3.0,M4,
15,3.0,15,4.0,M2,
15,3.0,15,3.25,M3,
15,3.0,15,3.25,M4,
15,3.25,15,3.5,M4,
15,3.5,15,3.75,M3,
15,3.5,15,3.75,M4,
15,3.75,15,4.0,M4,
15,4.0,16,1.0,M2,
15,4.0,15,4.25,M3,
15,4.0,15,4.25,M4,
15,4.25,15,4.5,M4,
15,4.5,15,4.75,M3,
15,4.5,15,4.75,M4,
15,4.75,16,1.0,M4,
16,1.0,16,2.0,M2,
16,2.0,16,3.0,M2,
16,3.0,16,4.0,M2,
16,4.0,17,1.0,M2,
17,1.0,17,2.0,M2,
17,2.0,17,3.0,M2,
17,3.0,17,4.0,M2,
17,4.0,18,1.0,M2,
18,1.0,18,2.0,M2,
18,2.0,18,3.0,M2,
18,3.0,18,4.0,M2,
18,4.0,19,1.0,M2,
19,1.0,19,2.0,M2,
19,2.0,19,3.0,M2,
19,3.0,19,4.0,M2,
19,4.0,20,1.0,M2,
20,1.0,20,2.0,M2,
20,2.0,20,3.0,M2,
20,3.0,20,4.0,M2,
20,4.0,21,1.0,M2,
21,1.0,21,2.0,M2,
21,2.0,21,3.0,M2,
21,3.0,21,4.0,M2,
21,4.0,22,1.0,M2,
22,1.0,22,2.0,M2,
22,2.0,22,3.0,M2,
22,3.0,22,4.0,M2,
22,4.0,23,1.0,M2,
23,1.0,23,2.0,M2,
23,1.0,24,1.0,M7,
23,2.0,23,3.0,M2,
23,3.0,23,4.0,M2,
23,4.0,24,1.0,M2,
24,1.0,24,2.0,M2,
24,1.0,25,1.0,M7,
24,1.5,24,3.0,M6,
24,2.0,24,3.0,M2,
24,3.0,24,4.0,M2,
24,3.0,25,1.0,M6,
24,4.0,25,1.0,M2,
25,1.0,25,2.0,M2,
25,1.0,26,1.0,M7,
25,1.5,25,3.0,M6,
25,2.0,25,3.0,M2,
25,3.0,25,4.0,M2,
25,3.0,26,1.0,M6,
25,4.0,26,1.0,M2,
26,1.0,26,2.0,M2,
26,1.0,27,1.0,M7,
26,2.0,27,1.0,M2,
27,1.0,27,2.0,M2,
27,1.0,27,2.0,M5,
27,1.0,28,1.0,M7,
27,2.0,27,3.0,M2,
27,3.0,27,4.0,M2,
27,3.0,27,4.0,M5,
27,4.0,28,1.0,M2,
28,1.0,28,2.0,M2,
28,1.0,28,3.0,M6,
28,1.0,29,1.0,M7,
28,2.0,28,3.0,M2,
28,3.0,28,4.0,M2,
28,3.0,29,1.0,M6,
28,4.0,29,1.0,M2,
29,1.0,29,2.0,M2,
29,1.0,29,1.25,M4,
29,1.25,29,1.5,M4,
29,1.5,29,1.75,M4,
29,1.75,29,2.0,M4,
29,2.0,29,3.0,M2,
29,2.0,29,2.25,M4,
29,2.25,29,2.5,M4,
29,2.5,29,2.75,M4,
29,2.75,29,3.0,M4,
29,3.0,29,4.0,M2,
29,3.0,29,3.25,M4,
29,3.25,29,3.5,M4,
29,3.5,29,3.75,M4,
29,3.75,29,4.0,M4,
29,4.0,30,1.0,M2,
29,4.0,29,4.25,M4,
29,4.25,29,4.5,M4,
29,4.5,29,4.75,M4,
29,4.75,30,1.0,M4,
30,1.0,30,2.0,M2,
30,1.0,30,1.25,M4,
30,1.0,30,3.0,M6,
30,1.25,30,1.5,M4,
30,1.5,30,1.75,M4,
30,1.75,30,2.0,M4,
30,2.0,30,3.0,M2,
30,2.0,30,2.25,M4,
30,2.25,30,2.5,M4,
30,2.5,30,2.75,M4,
30,2.75,30,3.0,M4,
30,3.0,30,4.0,M2,
30,3.0,30,3.25,M4,
30,3.0,31,1.0,M6,
30,3.25,30,3.5,M4,
30,3.5,30,3.75,M4,
30,3.75,30,4.0,M4,
30,4.0,31,1.0,M2,
30,4.0,30,4.25,M4,
30,4.25,30,4.5,M4,
30,4.5,30,4.75,M4,
30,4.75,31,1.0,M4,
31,1.0,31,2.0,M2,
31,1.0,31,1.25,M4,
31,1.0,31,3.0,M6,
31,1.25,31,1.5,M4,
31,1.5,31,1.75,M4,
31,1.75,31,2.0,M4,
31,2.0,31,3.0,M2,
31,2.0,31,2.25,M4,
31,2.25,31,2.5,M4,
31,2.5,31,2.75,M4,
31,2.75,31,3.0,M4,
31,3.0,31,4.0,M2,
31,3.0,31,3.25,M4,
31,3.0,32,1.0,M6,
31,3.25,31,3.5,M4,
31,3.5,31,3.75,M4,
31,3.75,31,4.0,M4,
31,4.0,32,1.0,M2,
31,4.0,31,4.25,M4,
31,4.25,31,4.5,M4,
31,4.5,31,4.75,M4,
31,4.75,32,1.0,M4,
32,1.0,32,2.0,M2,
32,1.0,32,1.25,M4,
32,1.0,32,2.0,M5,
32,1.25,32,1.5,M4,
32,1.5,32,1.75,M4,
32,1.75,32,2.0,M4,
32,2.0,32,3.0,M2,
32,2.0,32,2.25,M4,
32,2.25,32,2.5,M4,
32,2.5,32,2.75,M4,
32,2.75,32,3.0,M4,
32,3.0,32,4.0,M2,
32,3.0,32,3.25,M4,
32,3.0,32,4.0,M5,
32,3.25,32,3.5,M4,
32,3.5,32,3.75,M4,
32,3.75,32,4.0,M4,
32,4.0,33,1.0,M2,
32,4.0,32,4.25,M4,
32,4.25,32,4.5,M4,
32,4.5,32,4.75,M4,
32,4.75,33,1.0,M4,
33,1.0,33,1.25,M3,
33,1.0,33,1.25,M4,
33,1.25,33,1.5,M4,
33,1.5,33,1.75,M3,
33,1.5,33,1.75,M4,
33,1.75,33,2.0,M4,
33,2.0,33,2.25,M3,
33,2.0,33,2.25,M4,
33,2.25,33,2.5,M4,
33,2.5,33,2.75,M3,
33,2.5,33,2.75,M4,
33,2.75,33,3.0,M4,
33,3.0,33,3.25,M3,
33,3.0,33,3.25,M4,
33,3.25,33,3.5,M4,
33,3.5,33,3.75,M3,
33,3.5,33,3.75,M4,
33,3.75,33,4.0,M4,
33,4.0,33,4.25,M3,
33,4.0,33,4.25,M4,
33,4.25,33,4.5,M4,
33,4.5,33,4.75,M3,
33,4.5,33,4.75,M4,
33,4.75,34,1.0,M4,
34,1.0,34,1.25,M3,
34,1.0,34,1.25,M4,
34,1.25,34,1.5,M4,
34,1.5,34,1.75,M3,
34,1.5,34,1.75,M4,
34,1.75,34,2.0,M4,
34,2.0,34,2.25,M3,
34,2.0,34,2.25,M4,
34,2.25,34,2.5,M4,
34,2.5,34,2.75,M3,
34,2.5,34,2.75,M4,
34,2.75,34,3.0,M4,
34,3.0,34,3.25,M3,
34,3.0,34,3.25,M4,
34,3.25,34,3.5,M4,
34,3.5,34,3.75,M3,
34,3.5,34,3.75,M4,
34,3.75,34,4.0,M4,
34,4.0,34,4.25,M3,
34,4.0,34,4.25,M4,
34,4.25,34,4.5,M4,
34,4.5,34,4.75,M3,
34,4.5,34,4.75,M4,
34,4.75,35,1.0,M4,
35,1.0,35,1.25,M3,
35,1.0,35,1.25,M4,
35,1.25,35,1.5,M4,
35,1.5,35,1.75,M3,
35,1.5,35,1.75,M4,
35,1.75,35,2.0,M4,
35,2.0,35,2.25,M3,
35,2.0,35,2.25,M4,
35,2.25,35,2.5,M4,
35,2.5,35,2.75,M3,
35,2.5,35,2.75,M4,
35,2.75,35,3.0,M4,
35,3.0,35,3.25,M3,
35,3.0,35,3.25,M4,
35,3.25,35,3.5,M4,
35,3.5,35,3.75,M3,
35,3.5,35,3.75,M4,
35,3.75,35,4.0,M4,
35,4.0,35,4.25,M3,
35,4.0,35,4.25,M4,
35,4.25,35,4.5,M4,
35,4.5,35,4.75,M3,
35,4.5,35,4.75,M4,
35,4.75,36,1.0,M4,
36,1.0,36,1.25,M3,
36,1.0,36,1.25,M4,
36,1.25,36,1.5,M4,
36,1.5,36,1.75,M3,
36,1.5,36,1.75,M4,
36,1.75,36,2.0,M4,
36,2.0,36,2.25,M3,
36,2.0,36,2.25,M4,
36,2.25,36,2.5,M4,
36,2.5,36,2.75,M3,
36,2.5,36,2.75,M4,
36,2.75,36,3.0,M4,
36,3.0,36,3.25,M3,
36,3.0,36,3.25,M4,
36,3.25,36,3.5,M4,
36,3.5,36,3.75,M3,
36,3.5,36,3.75,M4,
36,3.75,36,4.0,M4,
36,4.0,36,4.25,M3,
36,4.0,36,4.25,M4,
36,4.25,36,4.5,M4,
36,4.5,36,4.75,M3,
36,4.5,36,4.75,M4,
36,4.75,37,1.0,M4,
37,1.0,41,1.0,M1,
37,1.0,37,1.25,M3,
37,1.0,37,1.25,M4,
37,1.25,37,1.5,M4,
37,1.5,37,1.75,M3,
37,1.5,37,1.75,M4,
37,1.75,37,2.0,M4,
37,2.0,37,2.25,M3,
37,2.0,37,2.25,M4,
37,2.25,37,2.5,M4,
37,2.5,37,2.75,M3,
37,2.5,37,2.75,M4,
37,2.75,37,3.0,M4,
37,3.0,37,3.25,M3,
37,3.0,37,3.25,M4,
37,3.25,37,3.5,M4,
37,3.5,37,3.75,M3,
37,3.5,37,3.75,M4,
37,3.75,37,4.0,M4,
37,4.0,37,4.25,M3,
37,4.0,37,4.25,M4,
37,4.25,37,4.5,M4,
37,4.5,37,4.75,M3,
37,4.5,37,4.75,M4,
37,4.75,38,1.0,M4,
38,1.0,38,1.25,M3,
38,1.0,38,1.25,M4,
38,1.25,38,1.5,M4,
38,1.5,38,1.75,M3,
38,1.5,38,1.75,M4,
38,1.75,38,2.0,M4,
38,2.0,38,2.25,M3,
38,2.0,38,2.25,M4,
38,2.25,38,2.5,M4,
38,2.5,38,2.75,M3,
38,2.5,38,2.75,M4,
38,2.75,38,3.0,M4,
38,3.0,38,3.25,M3,
38,3.0,38,3.25,M4,
38,3.25,38,3.5,M4,
38,3.5,38,3.75,M3,
38,3.5,38,3.75,M4,
38,3.75,38,4.0,M4,
38,4.0,38,4.25,M3,
38,4.0,38,4.25,M4,
38,4.25,38,4.5,M4,
38,4.5,38,4.75,M3,
38,4.5,38,4.75,M4,
38,4.75,39,1.0,M4,
39,1.0,39,1.25,M3,
39,1.0,39,1.25,M4,
39,1.25,39,1.5,M4,
39,1.5,39,1.75,M3,
39,1.5,39,1.75,M4,
39,1.75,39,2.0,M4,
39,2.0,39,2.25,M3,
39,2.0,39,2.25,M4,
39,2.25,39,2.5,M4,
39,2.5,39,2.75,M3,
39,2.5,39,2.75,M4,
39,2.75,39,3.0,M4,
39,3.0,39,3.25,M3,
39,3.0,39,3.25,M4,
39,3.25,39,3.5,M4,
39,3.5,39,3.75,M3,
39,3.5,39,3.75,M4,
39,3.75,39,4.0,M4,
39,4.0,39,4.25,M3,
39,4.0,39,4.25,M4,
39,4.25,39,4.5,M4,
39,4.5,39,4.75,M3,
39,4.5,39,4.75,M4,
39,4.75,40,1.0,M4,
40,1.0,40,1.25,M3,
40,1.0,40,1.25,M4,
40,1.25,40,1.5,M4,
40,1.5,40,1.75,M3,
40,1.5,40,1.75,M4,
40,1.75,40,2.0,M4,
40,2.0,40,2.25,M3,
40,2.0,40,2.25,M4,
40,2.25,40,2.5,M4,
40,2.5,40,2.75,M3,
40,2.5,40,2.75,M4,
40,2.75,40,3.0,M4,
40,3.0,40,3.25,M3,
40,3.0,40,3.25,M4,
40,3.25,40,3.5,M4,
40,3.5,40,3.75,M3,
40,3.5,40,3.75,M4,
40,3.75,40,4.0,M4,
40,4.0,40,4.25,M3,
40,4.0,40,4.25,M4,
40,4.25,40,4.5,M4,
40,4.5,40,4.75,M3,
40,4.5,40,4.75,M4,
40,4.75,41,1.0,M4,
41,1.0,41,1.25,M4,
41,1.25,41,1.5,M4,
41,1.5,41,1.75,M4,
41,1.75,41,2.0,M4,
41,2.0,41,2.25,M4,
41,2.25,41,2.5,M4,
41,2.5,41,2.75,M4,
41,2.75,41,3.0,M4,
41,3.0,41,3.25,M4,
41,3.25,41,3.5,M4,
41,3.5,41,3.75,M4,
41,3.75,41,4.0,M4,
41,4.0,41,4.25,M4,
41,4.25,41,4.5,M4,
41,4.5,41,4.75,M4,
41,4.75,42,1.0,M4,
42,1.0,42,1.25,M4,
42,1.25,42,1.5,M4,
42,1.5,42,1.75,M4,
42,1.75,42,2.0,M4,
42,2.0,42,2.25,M4,
42,2.25,42,2.5,M4,
42,2.5,42,2.75,M4,
42,2.75,42,3.0,M4,
42,3.0,42,3.25,M4,
42,3.25,42,3.5,M4,
42,3.5,42,3.75,M4,
42,3.75,42,4.0,M4,
42,4.0,42,4.25,M4,
42,4.25,42,4.5,M4,
42,4.5,42,4.75,M4,
42,4.75,43,1.0,M4,
43,1.0,43,1.5,M3,
43,1.5,43,2.0,M3,
43,2.0,43,2.5,M3,
43,2.5,43,3.0,M3,
43,3.0,43,3.5,M3,
43,3.5,43,4.0,M3,
43,4.0,43,4.5,M3,
43,4.5,44,1.0,M3,
44,1.0,44,1.5,M3,
44,1.5,44,2.0,M3,
44,2.0,44,2.5,M3,
44,2.5,44,3.0,M3,
44,3.0,44,3.5,M3,
44,3.5,44,4.0,M3,
44,4.0,44,4.5,M3,
44,4.5,45,1.0,M3,
45,1.0,45,1.5,M3,
45,1.5,45,2.0,M3,
45,2.0,45,2.5,M3,
45,2.5,45,3.0,M3,
45,3.0,45,3.5,M3,
45,3.5,45,4.0,M3,
45,4.0,45,4.5,M3,
45,4.5,46,1.0,M3,
46,1.0,46,2.0,M2,
46,1.0,46,1.5,M3,
46,1.5,46,2.0,M3,
46,1.5,46,1.75,M4,
46,1.75,46,2.0,M4,
46,2.0,46,3.0,M2,
46,2.0,46,2.5,M3,
46,2.0,54,1.0,M8,
46,2.5,46,3.0,M3,
46,2.5,46,2.75,M4,
46,3.0,46,4.0,M2,
46,3.0,46,3.5,M3,
46,3.5,46,4.0,M3,
46,4.0,47,1.0,M2,
46,4.0,46,4.5,M3,
46,4.5,47,1.0,M3,
46,4.5,46,4.75,M4,
46,4.75,47,1.0,M4,
47,1.0,47,2.0,M2,
47,1.0,47,1.5,M3,
47,1.5,47,2.0,M3,
47,1.5,47,1.75,M4,
47,2.0,47,3.0,M2,
47,2.0,47,2.5,M3,
47,2.5,47,3.0,M3,
47,3.0,47,4.0,M2,
47,3.0,47,3.5,M3,
47,3.5,47,4.0,M3,
47,3.5,47,3.75,M4,
47,3.75,47,4.0,M4,
47,4.0,48,1.0,M2,
47,4.0,47,4.5,M3,
47,4.5,48,1.0,M3,
48,1.0,48,2.0,M2,
48,1.0,48,1.5,M3,
48,1.5,48,2.0,M3,
48,1.5,48,1.75,M4,
48,1.75,48,2.0,M4,
48,2.0,48,3.0,M2,
48,2.0,48,2.5,M3,
48,2.5,48,3.0,M3,
48,2.5,48,2.75,M4,
48,3.0,48,4.0,M2,
48,3.0,48,3.5,M3,
48,3.5,48,4.0,M3,
48,4.0,49,1.0,M2,
48,4.0,48,4.5,M3,
48,4.5,49,1.0,M3,
48,4.5,48,4.75,M4,
48,4.75,49,1.0,M4,
49,1.0,49,2.0,M2,
49,1.0,49,1.5,M3,
49,1.5,49,2.0,M3,
49,1.5,49,1.75,M4,
49,2.0,49,3.0,M2,
49,2.0,49,2.5,M3,
49,2.5,49,3.0,M3,
49,3.0,49,4.0,M2,
49,3.0,49,3.5,M3,
49,3.5,49,4.0,M3,
49,3.5,49,3.75,M4,
49,3.75,49,4.0,M4,
49,4.0,50,1.0,M2,
49,4.0,49,4.5,M3,
49,4.5,50,1.0,M3,
50,1.0,50,2.0,M2,
50,1.0,50,1.5,M3,
50,1.5,50,2.0,M3,
50,1.5,50,1.75,M4,
50,1.75,50,2.0,M4,
50,2.0,50,3.0,M2,
50,2.0,50,2.5,M3,
50,2.5,50,3.0,M3,
50,2.5,50,2.75,M4,
50,3.0,50,4.0,M2,
50,3.0,50,3.5,M3,
50,3.5,50,4.0,M3,
50,4.0,51,1.0,M2,
50,4.0,50,4.5,M3,
50,4.5,51,1.0,M3,
50,4.5,50,4.75,M4,
50,4.75,51,1.0,M4,
51,1.0,51,2.0,M2,
51,1.0,51,1.5,M3,
51,1.5,51,2.0,M3,
51,1.5,51,1.75,M4,
51,2.0,51,3.0,M2,
51,2.0,51,2.5,M3,
51,2.5,51,3.0,M3,
51,3.0,51,4.0,M2,
51,3.0,51,3.5,M3,
51,3.5,51,4.0,M3,
51,3.5,51,3.75,M4,
51,3.75,51,4.0,M4,
51,4.0,52,1.0,M2,
51,4.0,51,4.5,M3,
51,4.5,52,1.0,M3,
52,1.0,52,2.0,M2,
52,1.0,52,1.5,M3,
52,1.5,52,2.0,M3,
52,1.5,52,1.75,M4,
52,1.75,52,2.0,M4,
52,2.0,52,3.0,M2,
52,2.0,52,2.5,M3,
52,2.5,52,3.0,M3,
52,2.5,52,2.75,M4,
52,3.0,52,4.0,M2,
52,3.0,52,3.5,M3,
52,3.5,52,4.0,M3,
52,4.0,53,1.0,M2,
52,4.0,52,4.5,M3,
52,4.5,53,1.0,M3,
52,4.5,52,4.75,M4,
52,4.75,53,1.0,M4,
53,1.0,53,2.0,M2,
53,1.0,53,1.5,M3,
53,1.5,53,2.0,M3,
53,1.5,53,1.75,M4,
53,2.0,53,3.0,M2,
53,2.0,53,2.5,M3,
53,2.5,53,3.0,M3,
53,3.0,53,4.0,M2,
53,3.0,53,3.5,M3,
53,3.5,53,4.0,M3,
53,3.5,53,3.75,M4,
53,3.75,53,4.0,M4,
53,4.0,54,1.0,M2,
53,4.0,53,4.5,M3,
53,4.5,54,1.0,M3,
54,1.0,54,1.5,M3,
54,1.0,55,1.0,M7,
54,1.5,54,2.0,M3,
54,2.0,54,2.5,M3,
54,2.5,54,3.0,M3,
54,3.0,54,3.5,M3,
54,3.5,54,4.0,M3,
54,4.0,54,4.5,M3,
54,4.5,55,1.0,M3,
55,1.0,55,1.5,M3,
55,1.0,56,1.0,M7,
55,1.5,55,2.0,M3,
55,2.0,55,2.5,M3,
55,2.5,55,3.0,M3,
55,3.0,55,3.5,M3,
55,3.5,55,4.0,M3,
55,4.0,55,4.5,M3,
55,4.5,56,1.0,M3,
56,1.0,56,1.5,M3,
56,1.0,56,3.0,M7,
56,1.5,56,2.0,M3,
56,2.0,56,2.5,M3,
56,2.5,56,3.0,M3,
56,3.0,56,3.5,M3,
56,3.0,57,1.0,M7,
56,3.5,56,4.0,M3,
56,4.0,56,4.5,M3,
56,4.5,57,1.0,M3,
57,1.0,57,2.0,M2,
57,1.0,57,1.5,M3,
57,1.0,58,1.0,M7,
57,1.0,73,1.0,M8,
57,1.5,57,2.0,M3,
57,2.0,57,3.0,M2,
57,2.0,57,2.5,M3,
57,2.5,57,3.0,M3,
57,3.0,57,4.0,M2,
57,3.0,57,3.5,M3,
57,3.5,57,4.0,M3,
57,4.0,58,1.0,M2,
57,4.0,57,4.5,M3,
57,4.5,58,1.0,M3,
58,1.0,58,2.0,M2,
58,1.0,58,1.5,M3,
58,1.0,59,1.0,M7,
58,1.5,58,2.0,M3,
58,2.0,58,3.0,M2,
58,2.0,58,2.5,M3,
58,2.5,58,3.0,M3,
58,3.0,58,4.0,M2,
58,3.0,58,3.5,M3,
58,3.5,58,4.0,M3,
58,4.0,59,1.0,M2,
58,4.0,58,4.5,M3,
58,4.5,59,1.0,M3,
59,1.0,59,2.0,M2,
59,1.0,59,1.5,M3,
59,1.0,60,1.0,M7,
59,1.5,59,2.0,M3,
59,2.0,59,3.0,M2,
59,2.0,59,2.5,M3,
59,2.5,59,3.0,M3,
59,3.0,59,4.0,M2,
59,3.0,59,3.5,M3,
59,3.5,59,4.0,M3,
59,4.0,60,1.0,M2,
