measure_start,beat_start,measure_end,beat_end,motive,instruments
59,4.0,59,4.5,M3,
59,4.5,60,1.0,M3,
60,1.0,60,2.0,M2,
60,1.0,60,1.5,M3,
60,1.0,61,1.0,M7,
60,1.5,60,2.0,M3,
60,2.0,60,3.0,M2,
60,2.0,60,2.5,M3,
60,2.5,60,3.0,M3,
60,3.0,60,4.0,M2,
60,3.0,60,3.5,M3,
60,3.5,60,4.0,M3,
60,4.0,61,1.0,M2,
60,4.0,60,4.5,M3,
60,4.5,61,1.0,M3,
61,1.0,61,2.0,M2,
61,1.0,61,1.5,M3,
61,1.0,62,1.0,M7,
61,1.5,61,2.0,M3,
61,2.0,61,3.0,M2,
61,2.0,61,2.5,M3,
61,2.5,61,3.0,M3,
61,3.0,61,4.0,M2,
61,3.0,61,3.5,M3,
61,3.5,61,4.0,M3,
61,4.0,62,1.0,M2,
61,4.0,61,4.5,M3,
61,4.5,62,1.0,M3,
62,1.0,62,2.0,M2,
62,1.0,62,1.5,M3,
62,1.0,63,1.0,M7,
62,1.5,62,2.0,M3,
62,2.0,62,3.0,M2,
62,2.0,62,2.5,M3,
62,2.5,62,3.0,M3,
62,3.0,62,4.0,M2,
62,3.0,62,3.5,M3,
62,3.5,62,4.0,M3,
62,4.0,63,1.0,M2,
62,4.0,62,4.5,M3,
62,4.5,63,1.0,M3,
63,1.0,63,2.0,M2,
63,1.0,63,1.5,M3,
63,1.0,64,1.0,M7,
63,1.5,63,2.0,M3,
63,2.0,63,3.0,M2,
63,2.0,63,2.5,M3,
63,2.5,63,3.0,M3,
63,3.0,63,4.0,M2,
63,3.0,63,3.5,M3,
63,3.5,63,4.0,M3,
63,4.0,64,1.0,M2,
63,4.0,63,4.5,M3,
63,4.5,64,1.0,M3,
64,1.0,64,2.0,M2,
64,1.0,64,1.5,M3,
64,1.0,65,1.0,M7,
64,1.5,64,2.0,M3,
64,2.0,64,3.0,M2,
64,2.0,64,2.5,M3,
64,2.5,64,3.0,M3,
64,3.0,64,4.0,M2,
64,3.0,64,3.5,M3,
64,3.5,64,4.0,M3,
64,4.0,65,1.0,M2,
64,4.0,64,4.5,M3,
64,4.5,65,1.0,M3,
65,1.0,65,2.0,M2,
65,1.0,65,1.5,M3,
65,1.5,65,2.0,M3,
65,1.5,65,1.75,M4,
65,1.75,65,2.0,M4,
65,2.0,65,3.0,M2,
65,2.0,65,2.5,M3,
65,2.5,65,3.0,M3,
65,2.5,65,2.75,M4,
65,3.0,65,4.0,M2,
65,3.0,65,3.5,M3,
65,3.5,65,4.0,M3,
65,4.0,66,1.0,M2,
65,4.0,65,4.5,M3,
65,4.5,66,1.0,M3,
65,4.5,65,4.75,M4,
65,4.75,66,1.0,M4,
66,1.0,66,2.0,M2,
66,1.0,66,1.5,M3,
66,1.5,66,2.0,M3,
66,1.5,66,1.75,M4,
66,2.0,66,3.0,M2,
66,2.0,66,2.5,M3,
66,2.5,66,3.0,M3,
66,3.0,66,4.0,M2,
66,3.0,66,3.5,M3,
66,3.5,66,4.0,M3,
66,3.5,66,3.75,M4,
66,3.75,66,4.0,M4,
66,4.0,67,1.0,M2,
66,4.0,66,4.5,M3,
66,4.5,67,1.0,M3,
67,1.0,67,2.0,M2,
67,1.0,67,1.5,M3,
67,1.5,67,2.0,M3,
67,1.5,67,1.75,M4,
67,1.75,67,2.0,M4,
67,2.0,67,3.0,M2,
67,2.0,67,2.5,M3,
67,2.5,67,3.0,M3,
67,2.5,67,2.75,M4,
67,3.0,67,4.0,M2,
67,3.0,67,3.5,M3,
67,3.5,67,4.0,M3,
67,4.0,68,1.0,M2,
67,4.0,67,4.5,M3,
67,4.5,68,1.0,M3,
67,4.5,67,4.75,M4,
67,4.75,68,1.0,M4,
68,1.0,68,2.0,M2,
68,1.0,68,1.5,M3,
68,1.5,68,2.0,M3,
68,1.5,68,1.75,M4,
68,2.0,68,3.0,M2,
68,2.0,68,2.5,M3,
68,2.5,68,3.0,M3,
68,3.0,68,4.0,M2,
68,3.0,68,3.5,M3,
68,3.5,68,4.0,M3,
68,3.5,68,3.75,M4,
68,3.75,68,4.0,M4,
68,4.0,69,1.0,M2,
68,4.0,68,4.5,M3,
68,4.5,69,1.0,M3,
69,1.0,69,2.0,M2,
69,1.0,69,1.5,M3,
69,1.5,69,2.0,M3,
69,1.5,69,1.75,M4,
69,1.75,69,2.0,M4,
69,2.0,69,3.0,M2,
69,2.0,69,2.5,M3,
69,2.5,69,3.0,M3,
69,2.5,69,2.75,M4,
69,3.0,69,4.0,M2,
69,3.0,69,3.5,M3,
69,3.5,69,4.0,M3,
69,4.0,70,1.0,M2,
69,4.0,69,4.5,M3,
69,4.5,70,1.0,M3,
69,4.5,69,4.75,M4,
69,4.75,70,1.0,M4,
70,1.0,70,2.0,M2,
70,1.0,70,1.5,M3,
70,1.5,70,2.0,M3,
70,1.5,70,1.75,M4,
70,2.0,70,3.0,M2,
70,2.0,70,2.5,M3,
70,2.5,70,3.0,M3,
70,3.0,70,4.0,M2,
70,3.0,70,3.5,M3,
70,3.5,70,4.0,M3,
70,3.5,70,3.75,M4,
70,3.75,70,4.0,M4,
70,4.0,71,1.0,M2,
70,4.0,70,4.5,M3,
70,4.5,71,1.0,M3,
71,1.0,71,2.0,M2,
71,1.0,71,1.5,M3,
71,1.5,71,2.0,M3,
71,1.5,71,1.75,M4,
71,1.75,71,2.0,M4,
71,2.0,71,3.0,M2,
71,2.0,71,2.5,M3,
71,2.5,71,3.0,M3,
71,2.5,71,2.75,M4,
71,3.0,71,4.0,M2,
71,3.0,71,3.5,M3,
71,3.5,71,4.0,M3,
71,4.0,72,1.0,M2,
71,4.0,71,4.5,M3,
71,4.5,72,1.0,M3,
71,4.5,71,4.75,M4,
71,4.75,72,1.0,M4,
72,1.0,72,2.0,M2,
72,1.0,72,1.5,M3,
72,1.5,72,2.0,M3,
72,1.5,72,1.75,M4,
72,2.0,72,3.0,M2,
72,2.0,72,2.5,M3,
72,2.5,72,3.0,M3,
72,3.0,72,4.0,M2,
72,3.0,72,3.5,M3,
72,3.5,72,4.0,M3,
72,3.5,72,3.75,M4,
72,3.75,72,4.0,M4,
72,4.0,73,1.0,M2,
72,4.0,72,4.5,M3,
72,4.5,73,1.0,M3,
73,1.0,73,1.25,M3,
73,1.0,73,1.25,M4,
73,1.25,73,1.5,M4,
73,1.5,73,1.75,M3,
73,1.5,73,1.75,M4,
73,1.75,73,2.0,M4,
73,2.0,73,2.25,M3,
73,2.0,73,2.25,M4,
73,2.25,73,2.5,M4,
73,2.5,73,2.75,M3,
73,2.5,73,2.75,M4,
73,2.75,73,3.0,M4,
73,3.0,73,3.25,M3,
73,3.0,73,3.25,M4,
73,3.25,73,3.5,M4,
73,3.5,73,3.75,M3,
73,3.5,73,3.75,M4,
73,3.75,73,4.0,M4,
73,4.0,73,4.25,M3,
73,4.0,73,4.25,M4,
73,4.25,73,4.5,M4,
73,4.5,73,4.75,M3,
73,4.5,73,4.75,M4,
73,4.75,74,1.0,M4,
74,1.0,74,1.25,M3,
74,1.0,74,1.25,M4,
74,1.25,74,1.5,M4,
74,1.5,74,1.75,M3,
74,1.5,74,1.75,M4,
74,1.75,74,2.0,M4,
74,2.0,74,2.25,M3,
74,2.0,74,2.25,M4,
74,2.25,74,2.5,M4,
74,2.5,74,2.75,M3,
74,2.5,74,2.75,M4,
74,2.75,74,3.0,M4,
74,3.0,74,3.25,M3,
74,3.0,74,3.25,M4,
74,3.25,74,3.5,M4,
74,3.5,74,3.75,M3,
74,3.5,74,3.75,M4,
74,3.75,74,4.0,M4,
74,4.0,74,4.25,M3,
74,4.0,74,4.25,M4,
74,4.25,74,4.5,M4,
74,4.5,74,4.75,M3,
74,4.5,74,4.75,M4,
74,4.75,75,1.0,M4,
75,1.0,75,1.25,M3,
75,1.0,75,1.25,M4,
75,1.25,75,1.5,M4,
75,1.5,75,1.75,M3,
75,1.5,75,1.75,M4,
75,1.75,75,2.0,M4,
75,2.0,75,2.25,M3,
75,2.0,75,2.25,M4,
75,2.25,75,2.5,M4,
75,2.5,75,2.75,M3,
75,2.5,75,2.75,M4,
75,2.5,75,4.0,M6,
75,2.75,75,3.0,M4,
75,3.0,75,3.25,M3,
75,3.0,75,3.25,M4,
75,3.0,75,4.0,M5,
75,3.25,75,3.5,M4,
75,3.5,75,3.75,M3,
75,3.5,75,3.75,M4,
75,3.75,75,4.0,M4,
75,4.0,75,4.25,M3,
75,4.0,75,4.25,M4,
75,4.0,76,1.0,M6,
75,4.25,75,4.5,M4,
75,4.5,75,4.75,M3,
75,4.5,75,4.75,M4,
75,4.75,76,1.0,M4,
76,1.0,76,1.25,M3,
76,1.0,76,1.25,M4,
76,1.0,76,1.5,M5,
76,1.25,76,1.5,M4,
76,1.5,76,1.75,M3,
76,1.5,76,1.75,M4,
76,1.75,76,2.0,M4,
76,2.0,76,2.25,M3,
76,2.0,76,2.25,M4,
76,2.0,76,2.5,M5,
76,2.25,76,2.5,M4,
76,2.5,76,2.75,M3,
76,2.5,76,2.75,M4,
76,2.75,76,3.0,M4,
76,3.0,76,3.25,M3,
76,3.0,76,3.25,M4,
76,3.0,76,4.0,M5,
76,3.25,76,3.5,M4,
76,3.5,76,3.75,M3,
76,3.5,76,3.75,M4,
76,3.75,76,4.0,M4,
76,4.0,76,4.25,M3,
76,4.0,76,4.25,M4,
76,4.25,76,4.5,M4,
76,4.5,76,4.75,M3,
76,4.5,76,4.75,M4,
76,4.75,77,1.0,M4,
77,1.0,86,1.0,M1,
77,1.0,77,1.25,M3,
77,1.0,77,1.25,M4,
77,1.25,77,1.5,M4,
77,1.5,77,1.75,M3,
77,1.5,77,1.75,M4,
77,1.75,77,2.0,M4,
77,2.0,77,2.25,M3,
77,2.0,77,2.25,M4,
77,2.25,77,2.5,M4,
77,2.5,77,2.75,M3,
77,2.5,77,2.75,M4,
77,2.75,77,3.0,M4,
77,3.0,77,3.25,M3,
77,3.0,77,3.25,M4,
77,3.25,77,3.5,M4,
77,3.5,77,3.75,M3,
77,3.5,77,3.75,M4,
77,3.75,77,4.0,M4,
77,4.0,77,4.25,M3,
77,4.0,77,4.25,M4,
77,4.25,77,4.5,M4,
77,4.5,77,4.75,M3,
77,4.5,77,4.75,M4,
77,4.75,78,1.0,M4,
78,1.0,78,1.25,M3,
78,1.0,78,1.25,M4,
78,1.0,78,1.5,M5,
78,1.25,78,1.5,M4,
78,1.5,78,1.75,M3,
78,1.5,78,1.75,M4,
78,1.75,78,2.0,M4,
78,2.0,78,2.25,M3,
78,2.0,78,2.25,M4,
78,2.0,78,2.5,M5,
78,2.25,78,2.5,M4,
78,2.5,78,2.75,M3,
78,2.5,78,2.75,M4,
78,2.75,78,3.0,M4,
78,3.0,78,3.25,M3,
78,3.0,78,3.25,M4,
78,3.0,78,3.5,M5,
78,3.25,78,3.5,M4,
78,3.5,78,3.75,M3,
78,3.5,78,3.75,M4,
78,3.75,78,4.0,M4,
78,4.0,78,4.25,M3,
78,4.0,78,4.25,M4,
78,4.25,78,4.5,M4,
78,4.5,78,4.75,M3,
78,4.5,78,4.75,M4,
78,4.75,79,1.0,M4,
79,1.0,79,1.25,M3,
79,1.0,79,1.25,M4,
79,1.25,79,1.5,M4,
79,1.5,79,1.75,M3,
79,1.5,79,1.75,M4,
79,1.75,79,2.0,M4,
79,2.0,79,2.25,M3,
79,2.0,79,2.25,M4,
79,2.25,79,2.5,M4,
79,2.5,79,2.75,M3,
79,2.5,79,2.75,M4,
79,2.75,79,3.0,M4,
79,3.0,79,3.25,M3,
79,3.0,79,3.25,M4,
79,3.25,79,3.5,M4,
79,3.5,79,3.75,M3,
79,3.5,79,3.75,M4,
79,3.75,79,4.0,M4,
79,4.0,79,4.25,M3,
79,4.0,79,4.25,M4,
79,4.25,79,4.5,M4,
79,4.5,79,4.75,M3,
79,4.5,79,4.75,M4,
79,4.75,80,1.0,M4,
80,1.0,80,1.25,M3,
80,1.0,80,1.25,M4,
80,1.0,80,1.5,M5,
80,1.25,80,1.5,M4,
80,1.5,80,1.75,M3,
80,1.5,80,1.75,M4,
80,1.75,80,2.0,M4,
80,2.0,80,2.25,M3,
80,2.0,80,2.25,M4,
80,2.0,80,2.5,M5,
80,2.25,80,2.5,M4,
80,2.5,80,2.75,M3,
80,2.5,80,2.75,M4,
80,2.75,80,3.0,M4,
80,3.0,80,3.25,M3,
80,3.0,80,3.25,M4,
80,3.25,80,3.5,M4,
80,3.5,80,3.75,M3,
80,3.5,80,3.75,M4,
80,3.75,80,4.0,M4,
80,4.0,80,4.25,M3,
80,4.0,80,4.25,M4,
80,4.25,80,4.5,M4,
80,4.5,80,4.75,M3,
80,4.5,80,4.75,M4,
80,4.75,81,1.0,M4,
81,1.0,81,2.0,M2,
81,1.0,81,1.25,M3,
81,1.0,81,1.25,M4,
81,1.25,81,1.5,M4,
81,1.5,81,1.75,M3,
81,1.5,81,1.75,M4,
81,1.75,81,2.0,M4,
81,2.0,81,3.0,M2,
81,2.0,81,2.25,M3,
81,2.0,81,2.25,M4,
81,2.25,81,2.5,M4,
81,2.5,81,2.75,M3,
81,2.5,81,2.75,M4,
81,2.75,81,3.0,M4,
81,3.0,81,4.0,M2,
81,3.0,81,3.25,M3,
81,3.0,81,3.25,M4,
81,3.25,81,3.5,M4,
81,3.5,81,3.75,M3,
81,3.5,81,3.75,M4,
81,3.75,81,4.0,M4,
81,4.0,82,1.0,M2,
81,4.0,81,4.25,M3,
81,4.0,81,4.25,M4,
81,4.25,81,4.5,M4,
81,4.5,81,4.75,M3,
81,4.5,81,4.75,M4,
81,4.75,82,1.0,M4,
82,1.0,82,2.0,M2,
82,1.0,82,1.25,M3,
82,1.0,82,1.25,M4,
82,1.25,82,1.5,M4,
82,1.5,82,1.75,M3,
82,1.5,82,1.75,M4,
82,1.75,82,2.0,M4,
82,2.0,82,3.0,M2,
82,2.0,82,2.25,M3,
82,2.0,82,2.25,M4,
82,2.25,82,2.5,M4,
82,2.5,82,2.75,M3,
82,2.5,82,2.75,M4,
82,2.75,82,3.0,M4,
82,3.0,82,4.0,M2,
82,3.0,82,3.25,M3,
82,3.0,82,3.25,M4,
82,3.25,82,3.5,M4,
82,3.5,82,3.75,M3,
82,3.5,82,3.75,M4,
82,3.75,82,4.0,M4,
82,4.0,83,1.0,M2,
82,4.0,82,4.25,M3,
82,4.0,82,4.25,M4,
82,4.25,82,4.5,M4,
82,4.5,82,4.75,M3,
82,4.5,82,4.75,M4,
82,4.75,83,1.0,M4,
83,1.0,83,2.0,M2,
83,1.0,83,1.25,M4,
83,1.0,84,1.0,M7,
83,1.25,83,1.5,M4,
83,1.5,83,1.75,M4,
83,1.75,83,2.0,M4,
83,2.0,83,3.0,M2,
83,2.0,83,2.25,M4,
83,2.25,83,2.5,M4,
83,2.5,83,2.75,M4,
83,2.75,83,3.0,M4,
83,3.0,83,4.0,M2,
83,3.0,83,3.25,M4,
83,3.25,83,3.5,M4,
83,3.5,83,3.75,M4,
83,3.75,83,4.0,M4,
83,4.0,84,1.0,M2,
83,4.0,83,4.25,M4,
83,4.25,83,4.5,M4,
83,4.5,83,4.75,M4,
83,4.75,84,1.0,M4,
84,1.0,84,1.25,M4,
84,1.0,85,1.0,M7,
84,1.25,84,1.5,M4,
84,1.5,84,1.75,M4,
84,1.75,84,2.0,M4,
84,2.0,84,2.25,M4,
84,2.25,84,2.5,M4,
84,2.5,84,2.75,M4,
84,2.75,84,3.0,M4,
84,3.0,84,3.25,M4,
84,3.25,84,3.5,M4,
84,3.5,84,3.75,M4,
84,3.75,84,4.0,M4,
84,4.0,84,4.25,M4,
84,4.25,84,4.5,M4,
84,4.5,84,4.75,M4,
84,4.75,85,1.0,M4,
85,1.0,85,2.0,M2,
85,1.0,85,1.25,M4,
85,1.0,86,1.0,M7,
85,1.25,85,1.5,M4,
85,1.5,85,1.75,M4,
85,1.75,85,2.0,M4,
85,2.0,85,3.0,M2,
85,2.0,85,2.25,M4,
85,2.25,85,2.5,M4,
85,2.5,85,2.75,M4,
85,2.75,85,3.0,M4,
85,3.0,85,4.0,M2,
85,3.0,85,3.25,M4,
85,3.25,85,3.5,M4,
85,3.5,85,3.75,M4,
85,3.75,85,4.0,M4,
85,4.0,86,1.0,M2,
85,4.0,85,4.25,M4,
85,4.25,85,4.5,M4,
85,4.5,85,4.75,M4,
85,4.75,86,1.0,M4,
