measure_start,beat_start,measure_end,beat_end,motive,instruments
8,1,8,1.5,M1,Drum Set
8,1,8,1.5,M2,"Conga, Double Bass, Violoncello"
8,1,8,1.25,M3,"Castanets, Viola, Violin I, Violin II"
8,1.25,8,1.5,M3,"Castanets, Viola, Violin I, Violin II"
8,1.5,8,2,M1,Drum Set
8,1.5,8,1.75,M2,"Conga, Double Bass, Violoncello"
8,1.5,8,1.75,M3,"Castanets, Viola, Violin I, Violin II"
8,1.5,8,2,M6,Claves
8,1.75,8,2,M2,"Conga, Double Bass, Violoncello"
8,1.75,8,2,M3,"Castanets, Viola, Violin I, Violin II"
8,2,8,2.5,M1,Drum Set
8,2,8,2.5,M2,"Conga, Double Bass, Violoncello"
8,2,8,2.25,M3,"Castanets, Viola, Violin I, Violin II"
8,2,8,2.5,M6,Claves
8,2.25,8,2.5,M3,"Castanets, Viola, Violin I, Violin II"
8,2.5,8,3,M1,Drum Set
8,2.5,8,2.75,M2,"Conga, Double Bass, Violoncello"
8,2.5,8,2.75,M3,"Castanets, Viola, Violin I, Violin II"
8,2.75,8,3,M2,"Conga, Double Bass, Violoncello"
8,2.75,8,3,M3,"Castanets, Viola, Violin I, Violin II"
8,3,8,3.5,M1,Drum Set
8,3,8,3.5,M2,"Conga, Double Bass, Violoncello"
8,3,8,3.25,M3,"Castanets, Viola, Violin I, Violin II"
8,3.25,8,3.5,M3,"Castanets, Viola, Violin I, Violin II"
8,3.5,8,4,M1,Drum Set
8,3.5,8,4,M2,"Conga, Double Bass, Violoncello"
8,3.5,8,3.75,M3,"Castanets, Viola, Violin I, Violin II"
8,3.5,8,4,M6,Claves
8,3.75,8,4,M3,"Castanets, Viola, Violin I, Violin II"
8,4,8,4.5,M1,Drum Set
8,4,8,4.25,M2,"Conga, Double Bass, Violoncello"
8,4,8,4.25,M3,"Castanets, Viola, Violin I, Violin II"
8,4,8,4.5,M1,Claves
8,4.25,8,4.5,M2,"Conga, Double Bass, Violoncello"
8,4.25,8,4.5,M3,"Castanets, Viola, Violin I, Violin II"
8,4.5,9,1,M1,Drum Set
8,4.5,8,4.75,M2,"Conga, Double Bass, Violoncello"
8,4.5,8,4.75,M3,"Castanets, Viola, Violin I, Violin II"
8,4.75,9,1,M2,"Conga, Double Bass, Violoncello"
8,4.75,9,1,M3,"Castanets, Viola, Violin I, Violin II"
9,1,9,1.5,M1,"Drum Set, Percussion"
9,1,9,1.25,M2,"Conga, Double Bass, Violoncello"
9,1,9,1.25,M3,"Castanets, Viola, Violin I, Violin II"
9,1.25,9,1.5,M2,"Conga, Double Bass, Violoncello"
9,1.25,9,1.5,M3,"Castanets, Viola, Violin I, Violin II"
9,1.5,9,2,M1,"Drum Set, Percussion"
9,1.5,9,2,M2,"Conga, Double Bass, Violoncello"
9,1.5,9,1.75,M3,"Castanets, Viola, Violin I, Violin II"
9,1.75,9,2,M3,"Castanets, Viola, Violin I, Violin II"
9,2,9,2.5,M1,"Drum Set, Percussion"
9,2,9,2.25,M2,"Conga, Double Bass, Violoncello"
9,2,9,2.25,M3,"Castanets, Viola, Violin I, Violin II"
9,2.25,9,2.5,M2,"Conga, Double Bass, Violoncello"
9,2.25,9,2.5,M3,"Castanets, Viola, Violin I, Violin II"
9,2.5,9,3,M1,"Drum Set, Percussion"
9,2.5,9,3,M2,"Conga, Double Bass, Violoncello"
9,2.5,9,2.75,M3,"Castanets, Viola, Violin I, Violin II"
9,2.75,9,3,M3,"Castanets, Viola, Violin I, Violin II"
9,3,9,3.5,M1,"Drum Set, Percussion"
9,3,9,3.25,M2,"Conga, Double Bass, Violoncello"
9,3,9,3.25,M3,"Castanets, Viola, Violin I, Violin II"
9,3.25,9,3.5,M2,"Conga, Double Bass, Violoncello"
9,3.25,9,3.5,M3,"Castanets, Viola, Violin I, Violin II"
9,3.5,9,4,M1,"Drum Set, Percussion"
9,3.5,9,3.75,M2,"Conga, Double Bass, Violoncello"
9,3.5,9,3.75,M3,"Castanets, Viola, Violin I, Violin II"
9,3.75,9,4,M2,"Conga, Double Bass, Violoncello"
9,3.75,9,4,M3,"Castanets, Viola, Violin I, Violin II"
9,4,9,4.5,M1,"Drum Set, Percussion"
9,4,9,4.5,M2,"Conga, Double Bass, Violoncello"
9,4,9,4.25,M3,"Castanets, Viola, Violin I, Violin II"
9,4.25,9,4.5,M3,"Castanets, Viola, Violin I, Violin II"
9,4.5,10,1,M1,"Drum Set, Percussion"
9,4.5,10,1,M2,"Conga, Double Bass, Violoncello"
9,4.5,9,4.75,M3,"Castanets, Viola, Violin I, Violin II"
9,4.75,10,1,M3,"Castanets, Viola, Violin I, Violin II"
10,1,10,1.5,M1,Drum Set
10,1,10,1.5,M2,"Conga, Double Bass, Violoncello"
10,1,10,1.25,M3,"Castanets, Viola, Violin I, Violin II"
10,1.25,10,1.5,M3,"Castanets, Viola, Violin I, Violin II"
10,1.5,10,2,M1,Drum Set
10,1.5,10,1.75,M2,"Conga, Double Bass, Violoncello"
10,1.5,10,1.75,M3,"Castanets, Viola, Violin I, Violin II"
10,1.5,10,2,M6,Claves
10,1.75,10,2,M2,"Conga, Double Bass, Violoncello"
10,1.75,10,2,M3,"Castanets, Viola, Violin I, Violin II"
10,2,10,2.5,M1,Drum Set
10,2,10,2.5,M2,"Conga, Double Bass, Violoncello"
10,2,10,2.25,M3,"Castanets, Viola, Violin I, Violin II"
10,2,10,2.5,M1,Claves
10,2.25,10,2.5,M3,"Castanets, Viola, Violin I, Violin II"
10,2.5,10,3,M1,Drum Set
10,2.5,10,2.75,M2,"Conga, Double Bass, Violoncello"
10,2.5,10,2.75,M3,"Castanets, Viola, Violin I, Violin II"
10,2.75,10,3,M2,"Conga, Double Bass, Violoncello"
10,2.75,10,3,M3,"Castanets, Viola, Violin I, Violin II"
10,3,10,3.5,M1,Drum Set
10,3,10,3.5,M2,"Conga, Double Bass, Violoncello"
10,3,10,3.25,M3,"Castanets, Viola, Violin I, Violin II"
10,3.25,10,3.5,M3,"Castanets, Viola, Violin I, Violin II"
10,3.5,10,4,M1,Drum Set
10,3.5,10,4,M2,"Conga, Double Bass, Violoncello"
10,3.5,10,3.75,M3,"Castanets, Viola, Violin I, Violin II"
10,3.5,10,4,M1,Claves
10,3.75,10,4,M3,"Castanets, Viola, Violin I, Violin II"
10,4,10,4.5,M1,Drum Set
10,4,10,4.25,M2,"Conga, Double Bass, Violoncello"
10,4,10,4.25,M3,"Castanets, Viola, Violin I, Violin II"
10,4,10,4.5,M1,Claves
10,4.25,10,4.5,M2,"Conga, Double Bass, Violoncello"
10,4.25,10,4.5,M3,"Castanets, Viola, Violin I, Violin II"
10,4.5,11,1,M1,Drum Set
10,4.5,10,4.75,M2,"Conga, Double Bass, Violoncello"
10,4.5,10,4.75,M3,"Castanets, Viola, Violin I, Violin II"
10,4.75,11,1,M2,"Conga, Double Bass, Violoncello"
10,4.75,11,1,M3,"Castanets, Viola, Violin I, Violin II"
11,1,11,1.5,M1,"Drum Set, Percussion"
11,1,11,1.25,M2,"Double Bass, Violoncello"
11,1,18,1,M4,
11,1.25,11,1.5,M2,"Double Bass, Violoncello"
11,1.5,11,2,M1,"Drum Set, Percussion"
11,1.5,11,2,M2,"Double Bass, Violoncello"
11,2,11,2.5,M1,"Drum Set, Percussion"
11,2,11,2.25,M2,"Double Bass, Violoncello"
11,2.25,11,2.5,M2,"Double Bass, Violoncello"
11,2.5,11,3,M1,"Drum Set, Percussion"
11,2.5,11,3,M2,"Double Bass, Violoncello"
11,3,11,3.5,M1,"Drum Set, Percussion"
11,3,11,3.25,M2,"Double Bass, Violoncello"
11,3.25,11,3.5,M2,"Double Bass, Violoncello"
11,3.5,11,4,M1,"Drum Set, Percussion"
11,3.5,11,3.75,M2,"Double Bass, Violoncello"
11,3.75,11,4,M2,"Double Bass, Violoncello"
11,4,11,4.5,M1,"Drum Set, Percussion"
11,4,11,4.5,M2,"Double Bass, Violoncello"
11,4.5,12,1,M1,"Drum Set, Percussion"
11,4.5,12,1,M2,"Double Bass, Violoncello"
12,1,12,1.5,M1,Drum Set
12,1,12,1.5,M2,"Double Bass, Violoncello"
12,1,15,1,M5,
12,1.5,12,2,M1,Drum Set
12,1.5,12,1.75,M2,"Double Bass, Violoncello"
12,1.5,12,2,M1,Claves
12,1.75,12,2,M2,"Double Bass, Violoncello"
12,2,12,2.5,M1,Drum Set
12,2,12,2.5,M2,"Double Bass, Violoncello"
12,2,12,2.5,M1,Claves
12,2.5,12,3,M1,Drum Set
12,2.5,12,2.75,M2,"Double Bass, Violoncello"
12,2.75,12,3,M2,"Double Bass, Violoncello"
12,3,12,3.5,M1,Drum Set
12,3,12,3.5,M2,"Double Bass, Violoncello"
12,3.5,12,4,M1,Drum Set
12,3.5,12,4,M2,"Double Bass, Violoncello"
12,3.5,12,4,M1,Claves
12,4,12,4.5,M1,Drum Set
12,4,12,4.25,M2,"Double Bass, Violoncello"
12,4,12,4.5,M1,Claves
12,4.25,12,4.5,M2,"Double Bass, Violoncello"
12,4.5,13,1,M1,Drum Set
12,4.5,12,4.75,M2,"Double Bass, Violoncello"
12,4.75,13,1,M2,"Double Bass, Violoncello"
13,1,13,1.5,M1,"Drum Set, Percussion"
13,1,13,1.25,M2,"Double Bass, Violoncello"
13,1.25,13,1.5,M2,"Double Bass, Violoncello"
13,1.5,13,2,M1,"Drum Set, Percussion"
13,1.5,13,2,M2,"Double Bass, Violoncello"
13,2,13,2.5,M1,"Drum Set, Percussion"
13,2,13,2.25,M2,"Double Bass, Violoncello"
13,2.25,13,2.5,M2,"Double Bass, Violoncello"
13,2.5,13,3,M1,"Drum Set, Percussion"
13,2.5,13,3,M2,"Double Bass, Violoncello"
13,3,13,3.5,M1,"Drum Set, Percussion"
13,3,13,3.25,M2,"Double Bass, Violoncello"
13,3.25,13,3.5,M2,"Double Bass, Violoncello"
13,3.5,13,4,M1,"Drum Set, Percussion"
13,3.5,13,3.75,M2,"Double Bass, Violoncello"
13,3.75,13,4,M2,"Double Bass, Violoncello"
13,4,13,4.5,M1,"Drum Set, Percussion"
13,4,13,4.5,M2,"Double Bass, Violoncello"
13,4.5,14,1,M1,"Drum Set, Percussion"
13,4.5,14,1,M2,"Double Bass, Violoncello"
14,1,14,1.5,M1,Drum Set
14,1,14,1.5,M2,"Double Bass, Violoncello"
14,1.5,14,2,M1,Drum Set
14,1.5,14,1.75,M2,"Double Bass, Violoncello"
14,1.5,14,2,M1,Claves
14,1.75,14,2,M2,"Double Bass, Violoncello"
14,2,14,2.5,M1,Drum Set
14,2,14,2.5,M2,"Double Bass, Violoncello"
14,2,14,2.5,M1,Claves
14,2.5,14,3,M1,Drum Set
14,2.5,14,2.75,M2,"Double Bass, Violoncello"
14,2.75,14,3,M2,"Double Bass, Violoncello"
14,3,14,3.5,M1,Drum Set
14,3,14,3.5,M2,"Double Bass, Violoncello"
14,3.5,14,4,M1,Drum Set
14,3.5,14,4,M2,"Double Bass, Violoncello"
14,3.5,14,4,M1,Claves
14,4,14,4.5,M1,Drum Set
14,4,14,4.5,M1,Claves
14,4.5,15,1,M1,Drum Set
15,1,15,1.5,M1,"Drum Set, Percussion"
15,1,15,1.5,M6,"Solo Soprano Saxophone, Solo Violin, Solo Violoncello, Viola, Violin I, Violin II, Violoncello"
15,1.5,15,2,M1,"Drum Set, Percussion"
15,1.5,15,2.5,M6,"Solo Soprano Saxophone, Solo Violin, Solo Violoncello, Viola, Violin I, Violin II, Violoncello"
15,2,15,2.5,M1,"Drum Set, Percussion"
15,2.5,15,3,M1,"Drum Set, Percussion"
15,2.5,15,3,M6,"Solo Soprano Saxophone, Solo Violin, Solo Violoncello, Viola, Violin I, Violin II, Violoncello"
15,3,15,3.5,M1,"Drum Set, Percussion"
15,3,15,3.5,M6,"Solo Soprano Saxophone, Solo Violin, Solo Violoncello, Viola, Violin I, Violin II, Violoncello"
15,3.5,15,4,M1,"Drum Set, Percussion"
15,3.5,16,1,M6,"Solo Soprano Saxophone, Solo Violin, Solo Violoncello, Viola, Violin I, Violin II, Violoncello"
15,4,15,4.5,M1,"Drum Set, Percussion"
15,4.5,16,1,M1,"Drum Set, Percussion"
16,1,16,1.5,M1,Drum Set
16,1,18,1,M5,
16,1.5,16,2,M1,Drum Set
16,1.5,16,2,M1,Claves
16,2,16,2.5,M1,Drum Set
16,2,16,2.5,M1,Claves
16,2.5,16,3,M1,Drum Set
16,3,16,3.5,M1,Drum Set
16,3.5,16,4,M1,Drum Set
16,3.5,16,4,M1,Claves
16,4,16,4.5,M1,Drum Set
16,4,16,4.5,M1,Claves
16,4.5,17,1,M1,Drum Set
17,1,17,1.5,M1,"Drum Set, Percussion"
17,1.5,17,2,M1,"Drum Set, Percussion"
17,2,17,2.5,M1,"Drum Set, Percussion"
17,2.5,17,3,M1,"Drum Set, Percussion"
17,3,17,3.5,M1,"Drum Set, Percussion"
17,3.5,17,4,M1,"Drum Set, Percussion"
17,4,17,4.5,M1,"Drum Set, Percussion"
17,4.5,18,1,M1,"Drum Set, Percussion"
18,1,18,1.5,M7,Double Bass
18,1.5,18,2,M7,Double Bass
18,2,18,2.5,M7,Double Bass
18,2.5,18,3,M7,Double Bass
18,3,18,3.5,M7,Double Bass
18,3.5,18,4,M7,Double Bass
18,4,18,4.5,M7,Double Bass
18,4.5,19,1,M7,Double Bass
19,1,19,1.5,M1,Percussion
19,1,19,1.5,M7,Double Bass
19,1.5,19,2,M1,Percussion
19,1.5,19,2,M1,Claves
19,1.5,19,2,M7,Double Bass
19,2,19,2.5,M1,Percussion
19,2,19,2.5,M1,Claves
19,2,19,2.5,M7,Double Bass
19,2.5,19,3,M1,Percussion
19,2.5,19,3,M7,Double Bass
19,3,19,3.5,M1,Percussion
19,3,19,3.5,M7,Double Bass
19,3.5,19,4,M1,Percussion
19,3.5,19,4,M1,Claves
19,3.5,19,4,M7,Double Bass
19,4,19,4.5,M1,Percussion
19,4,19,4.5,M1,Claves
19,4,19,4.5,M7,Double Bass
19,4.5,20,1,M1,Percussion
19,4.5,20,1,M7,Double Bass
20,1,20,1.25,M2,"Conga, Violoncello"
20,1,24,1,M5,
20,1,20,1.5,M7,Double Bass
20,1.25,20,1.5,M2,"Conga, Violoncello"
20,1.5,20,2,M2,"Conga, Violoncello"
,,,,,
20,1.5,20,2,M7,Double Bass
20,2,20,2.25,M2,"Conga, Violoncello"
20,2,20,2.5,M7,Double Bass
20,2.25,20,2.5,M2,"Conga, Violoncello"
20,2.5,20,3,M2,"Conga, Violoncello"
,,,,,Solo Soprano Saxophone
20,2.5,20,3,M7,Double Bass
20,3,20,3.25,M2,"Conga, Violoncello"
20,3,20,3.5,M7,Double Bass
20,3.25,20,3.5,M2,"Conga, Violoncello"
20,3.5,20,3.75,M2,"Conga, Violoncello"
20,3.5,20,4,M7,Double Bass
20,3.75,20,4,M2,"Conga, Violoncello"
20,4,20,4.5,M2,"Conga, Violoncello"
20,4,20,4.5,M7,Double Bass
20,4.5,21,1,M2,"Conga, Violoncello"
20,4.5,21,1,M7,Double Bass
21,1,21,1.5,M2,"Conga, Violoncello"
21,1,21,1.5,M7,Double Bass
21,1.5,21,1.75,M2,"Conga, Violoncello"
21,1.5,21,2,M7,Double Bass
21,1.75,21,2,M2,"Conga, Violoncello"
21,2,21,2.5,M2,"Conga, Violoncello"
21,2,21,2.5,M7,Double Bass
21,2.5,21,2.75,M2,"Conga, Violoncello"
21,2.5,21,3,M7,Double Bass
21,2.75,21,3,M2,"Conga, Violoncello"
21,3,21,3.5,M2,"Conga, Violoncello"
21,3,21,3.5,M7,Double Bass
21,3.5,21,4,M2,"Conga, Violoncello"
21,3.5,21,4,M7,Double Bass
21,4,21,4.25,M2,"Conga, Violoncello"
21,4,21,4.5,M7,Double Bass
21,4.25,21,4.5,M2,"Conga, Violoncello"
21,4.5,21,4.75,M2,"Conga, Violoncello"
21,4.5,22,1,M7,Double Bass
21,4.75,22,1,M2,"Conga, Violoncello"
22,1,22,1.25,M3,"Castanets, Viola, Violin I, Violin II"
22,1,31,1,M4,
22,1,22,1.5,M7,Double Bass
22,1.25,22,1.5,M3,"Castanets, Viola, Violin I, Violin II"
22,1.5,22,1.75,M3,"Castanets, Viola, Violin I, Violin II"
22,1.5,22,2,M7,Double Bass
22,1.75,22,2,M3,"Castanets, Viola, Violin I, Violin II"
22,2,22,2.25,M3,"Castanets, Viola, Violin I, Violin II"
22,2,22,2.5,M7,Double Bass
22,2.25,22,2.5,M3,"Castanets, Viola, Violin I, Violin II"
22,2.5,22,2.75,M3,"Castanets, Viola, Violin I, Violin II"
22,2.5,22,3,M7,Double Bass
22,2.75,22,3,M3,"Castanets, Viola, Violin I, Violin II"
22,3,22,3.25,M3,"Castanets, Viola, Violin I, Violin II"
22,3,22,3.5,M7,Double Bass
22,3.25,22,3.5,M3,"Castanets, Viola, Violin I, Violin II"
22,3.5,22,3.75,M3,"Castanets, Viola, Violin I, Violin II"
22,3.5,22,4,M7,Double Bass
22,3.75,22,4,M3,"Castanets, Viola, Violin I, Violin II"
22,4,22,4.25,M3,"Castanets, Viola, Violin I, Violin II"
22,4,22,4.5,M7,Double Bass
22,4.25,22,4.5,M3,"Castanets, Viola, Violin I, Violin II"
22,4.5,22,4.75,M3,"Castanets, Viola, Violin I, Violin II"
22,4.5,23,1,M7,Double Bass
22,4.75,23,1,M3,"Castanets, Viola, Violin I, Violin II"
23,1,23,1.25,M3,Castanets
23,1,23,1.5,M7,Double Bass
23,1.25,23,1.5,M3,Castanets
23,1.5,23,1.75,M3,Castanets
23,1.5,23,2,M7,Double Bass
23,1.75,23,2,M3,Castanets
23,2,23,2.25,M3,Castanets
23,2,23,2.5,M7,Double Bass
23,2.25,23,2.5,M3,Castanets
23,2.5,23,2.75,M3,Castanets
23,2.5,23,3,M7,Double Bass
23,2.75,23,3,M3,Castanets
23,3,23,3.25,M3,Castanets
23,3,23,3.5,M7,Double Bass
23,3.25,23,3.5,M3,Castanets
23,3.5,23,3.75,M3,Castanets
23,3.5,23,4,M7,Double Bass
23,3.75,23,4,M3,Castanets
23,4,23,4.25,M3,Castanets
23,4,23,4.5,M7,Double Bass
23,4.25,23,4.5,M3,Castanets
23,4.5,23,4.75,M3,Castanets
23,4.5,24,1,M7,Double Bass
23,4.75,24,1,M3,Castanets
24,1,24,1.5,M1,"Drum Set, Percussion"
24,1,24,1.5,M7,Double Bass
24,1.5,24,2,M1,"Drum Set, Percussion"
24,1.5,24,2,M6,"Bassoon, Clarinet (B Flat) (B Flat) (B Flat) 1, Clarinet (B Flat) (B Flat) (B Flat) 2, Flute 1, Flute 2, Oboe, Trumpet (B Flat) (B Flat) (B Flat) 1, Trumpet (B Flat) (B Flat) (B Flat) 2"
24,1.5,24,2,M7,Double Bass
24,2,24,2.5,M1,"Drum Set, Percussion"
24,2,24,2.5,M6,"Bassoon, Clarinet (B Flat) (B Flat) (B Flat) 1, Clarinet (B Flat) (B Flat) (B Flat) 2, Flute 1, Flute 2, Oboe, Trumpet (B Flat) (B Flat) (B Flat) 1, Trumpet (B Flat) (B Flat) (B Flat) 2"
24,2,24,2.5,M7,Double Bass
24,2.5,24,3,M1,"Drum Set, Percussion"
24,2.5,24,3,M7,Double Bass
24,3,24,3.5,M1,"Drum Set, Percussion"
24,3,24,3.5,M7,Double Bass
24,3.5,24,4,M1,"Drum Set, Percussion"
24,3.5,24,4,M6,"Bassoon, Clarinet (B Flat) (B Flat) (B Flat) 1, Clarinet (B Flat) (B Flat) (B Flat) 2, Flute 1, Flute 2, Oboe, Trumpet (B Flat) (B Flat) (B Flat) 1, Trumpet (B Flat) (B Flat) (B Flat) 2"
24,3.5,24,4,M7,Double Bass
24,4,24,4.5,M1,"Drum Set, Percussion"
24,4,24,4.5,M6,"Bassoon, Clarinet (B Flat) (B Flat) (B Flat) 1, Clarinet (B Flat) (B Flat) (B Flat) 2, Flute 1, Flute 2, Oboe, Trumpet (B Flat) (B Flat) (B Flat) 1, Trumpet (B Flat) (B Flat) (B Flat) 2"
24,4,24,4.5,M7,Double Bass
24,4.5,25,1,M1,"Drum Set, Percussion"
24,4.5,25,1,M7,Double Bass
25,1,25,1.5,M1,Drum Set
25,1,26,1,M5,
25,1,25,1.5,M7,Double Bass
25,1.5,25,2,M1,Drum Set
25,1.5,25,2,M1,Claves
25,1.5,25,2,M7,Double Bass
25,2,25,2.5,M1,Drum Set
25,2,25,2.5,M1,Claves
25,2,25,2.5,M7,Double Bass
25,2.5,25,3,M1,Drum Set
25,2.5,25,3,M7,Double Bass
25,3,25,3.5,M1,Drum Set
25,3,25,3.5,M7,Double Bass
25,3.5,25,4,M1,Drum Set
25,3.5,25,4,M1,Claves
25,3.5,25,4,M7,Double Bass
25,4,25,4.5,M1,Drum Set
25,4,25,4.5,M1,Claves
25,4,25,4.5,M7,Double Bass
25,4.5,26,1,M1,Drum Set
25,4.5,26,1,M7,Double Bass
26,1,26,1.25,M6,"Solo Soprano Saxophone, Solo Violin, Solo Violoncello"
26,1,26,1.5,M7,Violoncello
26,1.5,26,1.75,M6,"Solo Soprano Saxophone, Solo Violin, Solo Violoncello"
26,1.5,26,2,M7,Violoncello
26,2,26,2.5,M7,Violoncello
26,2.5,26,2.75,M6,"Solo Soprano Saxophone, Solo Violin, Solo Violoncello"
26,2.5,26,3,M7,Violoncello
26,3,26,3.25,M6,"Solo Soprano Saxophone, Solo Violin, Solo Violoncello"
26,3,26,3.5,M7,Violoncello
26,3.5,26,3.75,M6,"Solo Soprano Saxophone, Solo Violin, Solo Violoncello"
26,3.5,26,4,M7,Violoncello
26,4,26,4.5,M7,Violoncello
26,4.5,27,1,M7,Violoncello
