measure_start,beat_start,measure_end,beat_end,motive,instruments
27,1,27,1.5,M7,Violoncello
27,1.5,27,2,M7,Violoncello
27,2,27,2.5,M7,Violoncello
27,2.5,27,3,M7,Violoncello
27,3,27,3.5,M7,Violoncello
27,3.5,27,4,M7,Violoncello
27,4,27,4.5,M7,Violoncello
27,4.5,28,1,M7,Violoncello
28,1,29,1,M6,Solo Soprano Saxophone
28,1,28,1.5,M1,Claves
28,1,28,2,M9,Violoncello
28,1.5,28,2,M1,Cowbell 1
28,2,28,2.5,M1,Cowbell 1
28,2,28,3,M9,Violoncello
28,2.5,28,3,M1,Claves
28,3,28,3.5,M1,Claves
28,3,28,4,M9,Violoncello
28,3.5,28,4,M1,Cowbell 1
28,4,28,4.5,M1,Cowbell 1
28,4,29,1,M9,Violoncello
28,4.5,29,1,M1,Claves
29,1,29,1.5,M1,Claves
29,2.5,29,3,M1,Claves
29,3,29,3.5,M1,Claves
29,4.5,30,1,M1,Claves
30,1,30,1.5,M6,Solo Soprano Saxophone
30,1.5,30,2.5,M6,Solo Soprano Saxophone
30,2.5,30,3,M6,Solo Soprano Saxophone
30,3,31,1,M6,Solo Soprano Saxophone
31,1,34,1,M5,
31,1,31,1.5,M6,"Viola, Violin I, Violin II"
31,1,31,2,M9,"Solo Violoncello, Violoncello"
31,1.5,31,2.5,M6,"Viola, Violin I, Violin II"
31,2,31,3,M9,"Solo Violoncello, Violoncello"
31,2.5,31,3,M6,"Viola, Violin I, Violin II"
31,3,31,3.5,M6,"Viola, Violin I, Violin II"
31,3,31,4,M9,"Solo Violoncello, Violoncello"
31,3.5,31,4.5,M6,"Viola, Violin I, Violin II"
31,4,32,1,M9,"Solo Violoncello, Violoncello"
31,4.5,32,1,M6,"Viola, Violin I, Violin II"
32,1,32,1.5,M6,"Viola, Violin I, Violin II"
32,1,32,2,M9,"Solo Violoncello, Violoncello"
32,1.5,32,2.5,M6,"Viola, Violin I, Violin II"
32,2,32,3,M9,"Solo Violoncello, Violoncello"
32,2.5,32,3,M6,"Viola, Violin I, Violin II"
32,3,32,3.5,M6,"Viola, Violin I, Violin II"
32,3,32,4,M9,"Solo Violoncello, Violoncello"
32,3.5,32,4.5,M6,"Viola, Violin I, Violin II"
32,4,33,1,M9,"Solo Violoncello, Violoncello"
32,4.5,33,1,M6,"Viola, Violin I, Violin II"
33,1,33,1.5,M6,"Viola, Violin I, Violin II"
33,1,33,2,M9,"Solo Violoncello, Violoncello"
33,1.5,33,2.5,M6,"Viola, Violin I, Violin II"
33,2,33,3,M9,"Solo Violoncello, Violoncello"
33,2.5,33,3,M6,"Viola, Violin I, Violin II"
33,3,33,3.5,M6,"Viola, Violin I, Violin II"
33,3,33,4,M9,"Solo Violoncello, Violoncello"
33,3.5,33,4.5,M6,"Viola, Violin I, Violin II"
33,4,34,1,M9,"Solo Violoncello, Violoncello"
33,4.5,34,1,M6,"Viola, Violin I, Violin II"
34,1,36,1,M4,
34,1,34,1.5,M6,"Viola, Violin I, Violin II"
34,1,34,2,M9,"Solo Violoncello, Violoncello"
34,1.5,34,2.5,M6,"Viola, Violin I, Violin II"
34,2,34,3,M9,"Solo Violoncello, Violoncello"
34,2.5,34,3,M6,"Viola, Violin I, Violin II"
34,3,34,3.5,M6,"Viola, Violin I, Violin II"
34,3,34,4,M9,"Solo Violoncello, Violoncello"
34,3.5,34,4.5,M6,"Viola, Violin I, Violin II"
34,4,35,1,M9,"Solo Violoncello, Violoncello"
34,4.5,35,1,M6,"Viola, Violin I, Violin II"
35,1,35,1.5,M6,"Viola, Violin I, Violin II"
35,1,35,2,M9,"Solo Violoncello, Violoncello"
35,1.5,35,2.5,M6,"Viola, Violin I, Violin II"
35,2,35,3,M9,"Solo Violoncello, Violoncello"
35,2.5,35,3,M6,"Viola, Violin I, Violin II"
35,3,35,3.5,M6,"Viola, Violin I, Violin II"
35,3,35,4,M9,"Solo Violoncello, Violoncello"
35,4,36,1,M9,"Solo Violoncello, Violoncello"
36,1,44,1,M10,
36,1,36,2,M9,Violoncello
36,2,36,3,M9,Violoncello
36,3,36,4,M9,Violoncello
36,4,37,1,M9,Violoncello
37,1,37,2,M9,Violoncello
37,2,37,3,M9,Violoncello
37,3,37,4,M9,Violoncello
37,4,38,1,M9,Violoncello
38,1,38,2,M9,Violoncello
38,2,38,3,M9,Violoncello
38,3,38,4,M9,Violoncello
38,4,39,1,M9,Violoncello
39,1,39,2,M9,Violoncello
39,2,39,3,M9,Violoncello
39,3,39,4,M9,Violoncello
39,4,40,1,M9,Violoncello
40,1,40,2,M9,Violoncello
40,2,40,3,M9,Violoncello
40,3,40,4,M9,Violoncello
40,4,41,1,M9,Violoncello
41,1,41,2,M9,Violoncello
41,2,41,3,M9,Violoncello
41,3,41,4,M9,Violoncello
41,4,42,1,M9,Violoncello
42,1,42,2,M9,Violoncello
42,2,42,3,M9,Violoncello
42,3,42,4,M9,Violoncello
42,4,43,1,M9,Violoncello
43,1,43,2,M9,Violoncello
43,2,43,3,M9,Violoncello
43,3,43,4,M9,Violoncello
43,4,44,1,M9,Violoncello
44,1,61,1,M11,
44,1,44,1.5,M7,"Double Bass, Violoncello"
44,1.5,44,2,M6,Violin I
44,1.5,44,2,M7,"Double Bass, Violoncello"
44,2,44,2.5,M7,"Double Bass, Violoncello"
44,2.5,44,3,M6,Violin I
44,2.5,44,3,M7,"Double Bass, Violoncello"
44,3,44,3.5,M7,"Double Bass, Violoncello"
44,3.5,44,4,M7,"Double Bass, Violoncello"
44,4,44,4.5,M7,"Double Bass, Violoncello"
44,4.5,45,1,M7,"Double Bass, Violoncello"
45,1,45,1.5,M7,"Double Bass, Violoncello"
45,1.5,45,1.75,M6,Violin I
45,1.5,45,2,M7,"Double Bass, Violoncello"
45,1.75,45,2,M6,Violin I
45,2,45,2.5,M7,"Double Bass, Violoncello"
45,2.5,45,3,M6,Violin I
45,2.5,45,3,M7,"Double Bass, Violoncello"
45,3,45,3.5,M7,"Double Bass, Violoncello"
45,3.5,45,4,M6,Violin I
45,3.5,45,4,M7,"Double Bass, Violoncello"
45,4,45,4.5,M7,"Double Bass, Violoncello"
45,4.5,45,4.75,M6,Violin I
45,4.5,46,1,M7,"Double Bass, Violoncello"
45,4.75,46,1,M6,Violin I
46,1,46,1.5,M7,"Double Bass, Violoncello"
46,1.5,46,2,M6,Violin I
46,1.5,46,2,M7,"Double Bass, Violoncello"
46,2,46,2.5,M7,"Double Bass, Violoncello"
46,2.5,46,3,M6,Violin I
46,2.5,46,3,M7,"Double Bass, Violoncello"
46,3,46,3.5,M7,"Double Bass, Violoncello"
46,3.5,46,4,M7,"Double Bass, Violoncello"
46,4,46,4.5,M7,"Double Bass, Violoncello"
46,4.5,47,1,M7,"Double Bass, Violoncello"
47,1,47,1.5,M7,Violoncello
47,1,47,2,M9,Double Bass
47,1.5,47,1.75,M6,Violin I
47,1.5,47,2,M7,Violoncello
47,1.75,47,2,M6,Violin I
47,2,47,2.5,M7,Violoncello
47,2,47,3,M9,Double Bass
47,2.5,47,3,M6,Violin I
47,2.5,47,3,M7,Violoncello
47,3,47,3.5,M7,Violoncello
47,3,47,4,M9,Double Bass
47,3.5,47,4,M6,Violin I
47,3.5,47,4,M7,Violoncello
47,4,47,4.5,M7,Violoncello
47,4,48,1,M9,Double Bass
47,4.5,47,4.75,M6,Violin I
47,4.5,48,1,M7,Violoncello
47,4.75,48,1,M6,Violin I
48,1,48,1.5,M7,"Double Bass, Violoncello"
48,1,52,1,M8,
48,1.5,48,2,M7,"Double Bass, Violoncello"
48,2,48,2.5,M7,"Double Bass, Violoncello"
48,2.5,48,3,M7,"Double Bass, Violoncello"
48,3,48,3.5,M7,"Double Bass, Violoncello"
48,3.5,48,4,M7,"Double Bass, Violoncello"
48,4,48,4.5,M7,"Double Bass, Violoncello"
48,4.5,49,1,M7,"Double Bass, Violoncello"
49,1,49,1.5,M7,"Double Bass, Violoncello"
49,1.5,49,2,M7,"Double Bass, Violoncello"
49,2,49,2.5,M7,"Double Bass, Violoncello"
49,2.5,49,3,M7,"Double Bass, Violoncello"
49,3,49,3.5,M7,"Double Bass, Violoncello"
49,3.5,49,4,M7,"Double Bass, Violoncello"
49,4,49,4.5,M7,"Double Bass, Violoncello"
49,4.5,50,1,M7,"Double Bass, Violoncello"
50,1,50,1.5,M7,"Double Bass, Violoncello"
50,1.5,50,2,M7,"Double Bass, Violoncello"
50,2,50,2.5,M7,"Double Bass, Violoncello"
50,2.5,50,3,M7,"Double Bass, Violoncello"
50,3,50,3.5,M7,"Double Bass, Violoncello"
50,3.5,50,4,M7,"Double Bass, Violoncello"
50,4,50,4.5,M7,"Double Bass, Violoncello"
50,4.5,51,1,M7,"Double Bass, Violoncello"
51,1,51,1.5,M7,Violoncello
51,1,51,2,M9,Double Bass
51,1.5,51,2,M7,Violoncello
51,2,51,2.5,M7,Violoncello
51,2,51,3,M9,Double Bass
51,2.5,51,3,M7,Violoncello
51,3,51,3.5,M7,Violoncello
51,3,51,4,M9,Double Bass
51,3.5,51,4,M7,Violoncello
51,4,51,4.5,M7,Violoncello
51,4,52,1,M9,Double Bass
51,4.5,52,1,M7,Violoncello
52,1,52,1.5,M1,Percussion
52,1,52,1.5,M7,"Double Bass, Violoncello"
52,1.5,52,2,M1,Percussion
52,1.5,52,2,M6,Violin I
52,1.5,52,2,M7,"Double Bass, Violoncello"
52,2,52,2.5,M1,Percussion
52,2,52,2.5,M7,"Double Bass, Violoncello"
52,2.5,52,3,M1,Percussion
52,2.5,52,3,M6,Violin I
52,2.5,52,3,M7,"Double Bass, Violoncello"
52,3,52,3.5,M1,Percussion
52,3,52,3.5,M7,"Double Bass, Violoncello"
52,3.5,52,4,M1,Percussion
52,3.5,52,4,M7,"Double Bass, Violoncello"
52,4,52,4.5,M1,Percussion
52,4,52,4.5,M7,"Double Bass, Violoncello"
52,4.5,53,1,M1,Percussion
52,4.5,53,1,M7,"Double Bass, Violoncello"
53,1,56,1,M1,percussion
53,1,53,1.5,M7,"Double Bass, Violoncello"
53,1.5,53,1.75,M6,Violin I
53,1.5,53,2,M7,"Double Bass, Violoncello"
53,1.75,53,2,M6,Violin I
53,2,53,2.5,M7,"Double Bass, Violoncello"
53,2.5,53,3,M6,Violin I
53,2.5,53,3,M7,"Double Bass, Violoncello"
53,3,53,3.5,M7,"Double Bass, Violoncello"
53,3.5,53,4,M6,Violin I
53,3.5,53,4,M7,"Double Bass, Violoncello"
53,4,53,4.5,M7,"Double Bass, Violoncello"
53,4.5,53,4.75,M6,Violin I
53,4.5,54,1,M7,"Double Bass, Violoncello"
53,4.75,54,1,M6,Violin I
,,,,,
54,1,54,1.5,M7,"Double Bass, Violoncello"
54,1.5,54,2,M1,Percussion
54,1.5,54,2,M6,Violin I
54,1.5,54,2,M7,"Double Bass, Violoncello"
54,2,54,2.5,M1,Percussion
54,2,54,2.5,M7,"Double Bass, Violoncello"
54,2.5,54,3,M1,Percussion
54,2.5,54,3,M6,Violin I
54,2.5,54,3,M7,"Double Bass, Violoncello"
54,3,54,3.5,M1,Percussion
54,3,54,3.5,M7,"Double Bass, Violoncello"
54,3.5,54,4,M1,Percussion
54,3.5,54,4,M7,"Double Bass, Violoncello"
54,4,54,4.5,M1,Percussion
54,4,54,4.5,M7,"Double Bass, Violoncello"
54,4.5,55,1,M1,Percussion
54,4.5,55,1,M7,"Double Bass, Violoncello"
55,1,55,1.5,M7,Violoncello
55,1,55,2,M9,Double Bass
55,1.5,55,1.75,M6,Violin I
55,1.5,55,2,M7,Violoncello
55,1.75,55,2,M6,Violin I
55,2,55,2.5,M7,Violoncello
55,2,55,3,M9,Double Bass
55,2.5,55,3,M6,Violin I
55,2.5,55,3,M7,Violoncello
55,3,55,3.5,M7,Violoncello
55,3,55,4,M9,Double Bass
55,3.5,55,4,M6,Violin I
55,3.5,55,4,M7,Violoncello
55,4,55,4.5,M7,Violoncello
55,4,56,1,M9,Double Bass
55,4.5,55,4.75,M6,Violin I
55,4.5,56,1,M7,Violoncello
55,4.75,56,1,M6,Violin I
56,1,56,1.25,M2,Conga
56,1,56,1.5,M7,"Double Bass, Violoncello"
56,1,60,1,M8,
56,1.25,56,1.5,M2,Conga
56,1.5,56,2,M2,Conga
56,1.5,56,2,M7,"Double Bass, Violoncello"
56,2,56,2.25,M2,Conga
56,2,56,2.5,M7,"Double Bass, Violoncello"
56,2.25,56,2.5,M2,Conga
56,2.5,56,3,M2,Conga
56,2.5,56,3,M7,"Double Bass, Violoncello"
56,3,56,3.25,M2,Conga
56,3,56,3.5,M7,"Double Bass, Violoncello"
56,3.25,56,3.5,M2,Conga
56,3.5,56,3.75,M2,Conga
56,3.5,56,4,M7,"Double Bass, Violoncello"
56,3.75,56,4,M2,Conga
56,4,56,4.5,M2,Conga
56,4,56,4.5,M7,"Double Bass, Violoncello"
56,4.5,57,1,M2,Conga
56,4.5,57,1,M7,"Double Bass, Violoncello"
57,1,57,1.5,M2,Conga
57,1,57,1.5,M7,"Double Bass, Violoncello"
57,1.5,57,1.75,M2,Conga
57,1.5,57,2,M7,"Double Bass, Violoncello"
57,1.75,57,2,M2,Conga
57,2,57,2.5,M2,Conga
57,2,57,2.5,M7,"Double Bass, Violoncello"
57,2.5,57,2.75,M2,Conga
57,2.5,57,3,M7,"Double Bass, Violoncello"
57,2.75,57,3,M2,Conga
57,3,57,3.5,M2,Conga
57,3,57,3.5,M7,"Double Bass, Violoncello"
57,3.5,57,4,M2,Conga
57,3.5,57,4,M7,"Double Bass, Violoncello"
57,4,57,4.25,M2,Conga
57,4,57,4.5,M7,"Double Bass, Violoncello"
57,4.25,57,4.5,M2,Conga
57,4.5,57,4.75,M2,Conga
57,4.5,58,1,M7,"Double Bass, Violoncello"
57,4.75,58,1,M2,Conga
58,1,58,1.25,M3,Castanets
58,1,58,1.5,M7,"Double Bass, Violoncello"
58,1.25,58,1.5,M3,Castanets
58,1.5,58,1.75,M3,Castanets
58,1.5,58,2,M7,"Double Bass, Violoncello"
58,1.75,58,2,M3,Castanets
58,2,58,2.25,M3,Castanets
58,2,58,2.5,M7,"Double Bass, Violoncello"
58,2.25,58,2.5,M3,Castanets
58,2.5,58,2.75,M3,Castanets
58,2.5,58,3,M7,"Double Bass, Violoncello"
58,2.75,58,3,M3,Castanets
58,3,58,3.25,M3,Castanets
58,3,58,3.5,M7,"Double Bass, Violoncello"
58,3.25,58,3.5,M3,Castanets
58,3.5,58,3.75,M3,Castanets
58,3.5,58,4,M7,"Double Bass, Violoncello"
58,3.75,58,4,M3,Castanets
58,4,58,4.25,M3,Castanets
58,4,58,4.5,M7,"Double Bass, Violoncello"
58,4.25,58,4.5,M3,Castanets
58,4.5,58,4.75,M3,Castanets
58,4.5,59,1,M7,"Double Bass, Violoncello"
58,4.75,59,1,M3,Castanets
59,1,59,1.25,M3,Castanets
59,1,59,1.5,M7,Violoncello
59,1,59,2,M9,Double Bass
59,1.25,59,1.5,M3,Castanets
59,1.5,59,1.75,M3,Castanets
59,1.5,59,2,M7,Violoncello
59,1.75,59,2,M3,Castanets
59,2,59,2.25,M3,Castanets
59,2,59,2.5,M7,Violoncello
59,2,59,3,M9,Double Bass
59,2.25,59,2.5,M3,Castanets
59,2.5,59,2.75,M3,Castanets
59,2.5,59,3,M7,Violoncello
59,2.75,59,3,M3,Castanets
59,3,59,3.25,M3,Castanets
59,3,59,3.5,M7,Violoncello
59,3,59,4,M9,Double Bass
59,3.25,59,3.5,M3,Castanets
59,3.5,59,3.75,M3,Castanets
59,3.5,59,4,M7,Violoncello
59,3.75,59,4,M3,Castanets
59,4,59,4.25,M3,Castanets
59,4,59,4.5,M7,Violoncello
59,4,60,1,M9,Double Bass
59,4.25,59,4.5,M3,Castanets
59,4.5,59,4.75,M3,Castanets
59,4.5,60,1,M7,Violoncello
59,4.75,60,1,M3,Castanets
60,1,60,1.5,M7,"Double Bass, Violoncello"
60,1.5,60,2,M7,"Double Bass, Violoncello"
60,2,60,2.5,M7,"Double Bass, Violoncello"
60,2.5,60,3,M7,"Double Bass, Violoncello"
60,3,60,3.5,M7,"Double Bass, Violoncello"
60,3.5,60,4,M7,"Double Bass, Violoncello"
60,4,60,4.5,M7,"Double Bass, Violoncello"
60,4.5,61,1,M7,"Double Bass, Violoncello"
61,1,61,1.5,M7,"Double Bass, Violoncello"
61,1.5,61,2,M7,"Double Bass, Violoncello"
61,2,61,2.5,M7,"Double Bass, Violoncello"
61,2.5,61,3,M7,"Double Bass, Violoncello"
61,3,61,3.5,M7,"Double Bass, Violoncello"
61,3.5,61,4,M7,"Double Bass, Violoncello"
61,4,61,4.5,M7,"Double Bass, Violoncello"
61,4.5,62,1,M7,"Double Bass, Violoncello"
62,1,62,2,M9,"Double Bass, Violoncello"
62,2,62,3,M9,"Double Bass, Violoncello"
62,3,62,4,M9,"Double Bass, Violoncello"
62,4,63,1,M9,"Double Bass, Violoncello"
64,1,64,1.5,M1,"Drum Set, Percussion"
64,1,64,1.25,M2,"Conga, Double Bass, Violoncello"
64,1,64,1.25,M3,"Castanets, Viola, Violin I, Violin II"
64,1.25,64,1.5,M2,"Conga, Double Bass, Violoncello"
64,1.25,64,1.5,M3,"Castanets, Viola, Violin I, Violin II"
64,1.5,64,2,M1,"Drum Set, Percussion"
64,1.5,64,2,M2,"Conga, Double Bass, Violoncello"
64,1.5,64,1.75,M3,"Castanets, Viola, Violin I, Violin II"
64,1.75,64,2,M3,"Castanets, Viola, Violin I, Violin II"
64,2,64,2.5,M1,"Drum Set, Percussion"
64,2,64,2.25,M2,"Conga, Double Bass, Violoncello"
64,2,64,2.25,M3,"Castanets, Viola, Violin I, Violin II"
64,2.25,64,2.5,M2,"Conga, Double Bass, Violoncello"
64,2.25,64,2.5,M3,"Castanets, Viola, Violin I, Violin II"
64,2.5,64,3,M1,"Drum Set, Percussion"
64,2.5,64,3,M2,"Conga, Double Bass, Violoncello"
64,2.5,64,2.75,M3,"Castanets, Viola, Violin I, Violin II"
64,2.75,64,3,M3,"Castanets, Viola, Violin I, Violin II"
64,3,64,3.5,M1,"Drum Set, Percussion"
64,3,64,3.25,M2,"Conga, Double Bass, Violoncello"
64,3,64,3.25,M3,"Castanets, Viola, Violin I, Violin II"
64,3.25,64,3.5,M2,"Conga, Double Bass, Violoncello"
64,3.25,64,3.5,M3,"Castanets, Viola, Violin I, Violin II"
64,3.5,64,4,M1,"Drum Set, Percussion"
64,3.5,64,3.75,M2,"Conga, Double Bass, Violoncello"
64,3.5,64,3.75,M3,"Castanets, Viola, Violin I, Violin II"
64,3.75,64,4,M2,"Conga, Double Bass, Violoncello"
64,3.75,64,4,M3,"Castanets, Viola, Violin I, Violin II"
64,4,64,4.5,M1,"Drum Set, Percussion"
64,4,64,4.5,M2,"Conga, Double Bass, Violoncello"
64,4,64,4.25,M3,"Castanets, Viola, Violin I, Violin II"
64,4.25,64,4.5,M3,"Castanets, Viola, Violin I, Violin II"
64,4.5,65,1,M1,"Drum Set, Percussion"
64,4.5,65,1,M2,"Conga, Double Bass, Violoncello"
64,4.5,64,4.75,M3,"Castanets, Viola, Violin I, Violin II"
64,4.75,65,1,M3,"Castanets, Viola, Violin I, Violin II"
65,1,65,1.5,M1,Drum Set
65,1,65,1.5,M2,"Conga, Double Bass, Violoncello"
65,1,65,1.25,M3,"Castanets, Viola, Violin I, Violin II"
65,1.25,65,1.5,M3,"Castanets, Viola, Violin I, Violin II"
65,1.5,65,2,M1,Drum Set
65,1.5,65,1.75,M2,"Conga, Double Bass, Violoncello"
65,1.5,65,1.75,M3,"Castanets, Viola, Violin I, Violin II"
65,1.5,65,2,M1,Claves
65,1.75,65,2,M2,"Conga, Double Bass, Violoncello"
65,1.75,65,2,M3,"Castanets, Viola, Violin I, Violin II"
65,2,65,2.5,M1,Drum Set
65,2,65,2.5,M2,"Conga, Double Bass, Violoncello"
65,2,65,2.25,M3,"Castanets, Viola, Violin I, Violin II"
65,2,65,2.5,M1,Claves
65,2.25,65,2.5,M3,"Castanets, Viola, Violin I, Violin II"
65,2.5,65,3,M1,Drum Set
65,2.5,65,2.75,M2,"Conga, Double Bass, Violoncello"
65,2.5,65,2.75,M3,"Castanets, Viola, Violin I, Violin II"
65,2.75,65,3,M2,"Conga, Double Bass, Violoncello"
65,2.75,65,3,M3,"Castanets, Viola, Violin I, Violin II"
65,3,65,3.5,M1,Drum Set
65,3,65,3.5,M2,"Conga, Double Bass, Violoncello"
65,3,65,3.25,M3,"Castanets, Viola, Violin I, Violin II"
65,3.25,65,3.5,M3,"Castanets, Viola, Violin I, Violin II"
65,3.5,65,4,M1,Drum Set
65,3.5,65,4,M2,"Conga, Double Bass, Violoncello"
65,3.5,65,3.75,M3,"Castanets, Viola, Violin I, Violin II"
65,3.5,65,4,M1,Claves
65,3.75,65,4,M3,"Castanets, Viola, Violin I, Violin II"
65,4,65,4.5,M1,Drum Set
65,4,65,4.25,M2,"Conga, Double Bass, Violoncello"
65,4,65,4.25,M3,"Castanets, Viola, Violin I, Violin II"
65,4,65,4.5,M1,Claves
65,4.25,65,4.5,M2,"Conga, Double Bass, Violoncello"
65,4.25,65,4.5,M3,"Castanets, Viola, Violin I, Violin II"
65,4.5,66,1,M1,Drum Set
65,4.5,65,4.75,M2,"Conga, Double Bass, Violoncello"
65,4.5,65,4.75,M3,"Castanets, Viola, Violin I, Violin II"
65,4.75,66,1,M2,"Conga, Double Bass, Violoncello"
65,4.75,66,1,M3,"Castanets, Viola, Violin I, Violin II"
66,1,66,1.5,M1,"Drum Set, Percussion"
66,1,66,1.25,M2,"Double Bass, Violoncello"
66,1,69,1,M4,
66,1.25,66,1.5,M2,"Double Bass, Violoncello"
66,1.5,66,2,M1,"Drum Set, Percussion"
66,1.5,66,2,M2,"Double Bass, Violoncello"
66,2,66,2.5,M1,"Drum Set, Percussion"
66,2,66,2.25,M2,"Double Bass, Violoncello"
66,2.25,66,2.5,M2,"Double Bass, Violoncello"
66,2.5,66,3,M1,"Drum Set, Percussion"
66,2.5,66,3,M2,"Double Bass, Violoncello"
66,3,66,3.5,M1,"Drum Set, Percussion"
66,3,66,3.25,M2,"Double Bass, Violoncello"
66,3.25,66,3.5,M2,"Double Bass, Violoncello"
66,3.5,66,4,M1,"Drum Set, Percussion"
66,3.5,66,3.75,M2,"Double Bass, Violoncello"
66,3.75,66,4,M2,"Double Bass, Violoncello"
66,4,66,4.5,M1,"Drum Set, Percussion"
66,4,66,4.5,M2,"Double Bass, Violoncello"
66,4.5,67,1,M1,"Drum Set, Percussion"
66,4.5,67,1,M2,"Double Bass, Violoncello"
67,1,67,1.5,M1,Drum Set
67,1,67,1.5,M2,"Double Bass, Violoncello"
67,1,70,1,M5,
67,1.5,67,2,M1,Drum Set
67,1.5,67,1.75,M2,"Double Bass, Violoncello"
67,1.5,67,2,M1,Claves
67,1.75,67,2,M2,"Double Bass, Violoncello"
67,2,67,2.5,M1,Drum Set
67,2,67,2.5,M2,"Double Bass, Violoncello"
67,2,67,2.5,M1,Claves
67,2.5,67,3,M1,Drum Set
67,2.5,67,2.75,M2,"Double Bass, Violoncello"
67,2.75,67,3,M2,"Double Bass, Violoncello"
67,3,67,3.5,M1,Drum Set
67,3,67,3.5,M2,"Double Bass, Violoncello"
67,3.5,67,4,M1,Drum Set
67,3.5,67,4,M2,"Double Bass, Violoncello"
67,3.5,67,4,M1,Claves
67,4,67,4.5,M1,Drum Set
67,4,67,4.25,M2,"Double Bass, Violoncello"
67,4,67,4.5,M1,Claves
67,4.25,67,4.5,M2,"Double Bass, Violoncello"
67,4.5,68,1,M1,Drum Set
67,4.5,67,4.75,M2,"Double Bass, Violoncello"
67,4.75,68,1,M2,"Double Bass, Violoncello"
68,1,68,1.5,M1,"Drum Set, Percussion"
68,1,68,1.25,M2,"Double Bass, Violoncello"
68,1.25,68,1.5,M2,"Double Bass, Violoncello"
68,1.5,68,2,M1,"Drum Set, Percussion"
68,1.5,68,2,M2,"Double Bass, Violoncello"
68,2,68,2.5,M1,"Drum Set, Percussion"
68,2,68,2.25,M2,"Double Bass, Violoncello"
68,2.25,68,2.5,M2,"Double Bass, Violoncello"
68,2.5,68,3,M1,"Drum Set, Percussion"
68,2.5,68,3,M2,"Double Bass, Violoncello"
68,3,68,3.5,M1,"Drum Set, Percussion"
68,3,68,3.25,M2,"Double Bass, Violoncello"
68,3.25,68,3.5,M2,"Double Bass, Violoncello"
68,3.5,68,4,M1,"Drum Set, Percussion"
68,3.5,68,3.75,M2,"Double Bass, Violoncello"
68,3.75,68,4,M2,"Double Bass, Violoncello"
68,4,68,4.5,M1,"Drum Set, Percussion"
68,4,68,4.5,M2,"Double Bass, Violoncello"
68,4.5,69,1,M1,"Drum Set, Percussion"
68,4.5,69,1,M2,"Double Bass, Violoncello"
69,1,69,1.5,M1,Drum Set
69,1,69,1.5,M2,"Double Bass, Violoncello"
69,1.5,69,2,M1,Drum Set
69,1.5,69,1.75,M2,"Double Bass, Violoncello"
69,1.5,69,2,M1,Claves
69,1.75,69,2,M2,"Double Bass, Violoncello"
69,2,69,2.5,M1,Drum Set
69,2,69,2.5,M2,"Double Bass, Violoncello"
69,2,69,2.5,M1,Claves
69,2.5,69,3,M1,Drum Set
69,2.5,69,2.75,M2,"Double Bass, Violoncello"
69,2.75,69,3,M2,"Double Bass, Violoncello"
69,3,69,3.5,M1,Drum Set
69,3,69,3.5,M2,"Double Bass, Violoncello"
69,3.5,69,4,M1,Drum Set
69,3.5,69,4,M2,"Double Bass, Violoncello"
69,3.5,69,4,M1,Claves
69,4,69,4.5,M1,Drum Set
69,4,69,4.5,M2,"Double Bass, Violoncello"
69,4,69,4.5,M1,Claves
,,,,,
69,4.5,70,1,M1,Drum Set
69,4.5,69,4.75,M2,Double Bass
69,4.75,70,1,M2,Double Bass
70,1,71,1,M4,"Ob, Cl. "
70,1,70,1.5,M1,"Drum Set, Percussion"
70,1,70,1.5,M6,"Solo Soprano Saxophone, Solo Violin, Solo Violoncello, Viola, Violin I, Violin II, Violoncello"
70,1.5,70,2,M1,"Drum Set, Percussion"
70,1.5,70,2.5,M6,"Solo Soprano Saxophone, Solo Violin, Solo Violoncello, Viola, Violin I, Violin II, Violoncello"
70,2,70,2.5,M1,"Drum Set, Percussion"
70,2.5,70,3,M1,"Drum Set, Percussion"
70,2.5,70,3,M6,"Solo Soprano Saxophone, Solo Violin, Solo Violoncello, Viola, Violin I, Violin II, Violoncello"
70,3,70,3.5,M1,"Drum Set, Percussion"
70,3,70,3.5,M6,"Solo Soprano Saxophone, Solo Violin, Solo Violoncello, Viola, Violin I, Violin II, Violoncello"
70,3.5,70,4,M1,"Drum Set, Percussion"
70,3.5,71,1,M6,"Solo Soprano Saxophone, Solo Violin, Solo Violoncello, Viola, Violin I, Violin II, Violoncello"
70,4,70,4.5,M1,"Drum Set, Percussion"
70,4.5,71,1,M1,"Drum Set, Percussion"
71,1,71,1.5,M1,Drum Set
71,1,73,1,M5,
71,1.5,71,2,M1,Drum Set
71,1.5,71,2,M1,Claves
71,2,71,2.5,M1,Drum Set
71,2,71,2.5,M1,Claves
71,2.5,71,3,M1,Drum Set
71,3,71,3.5,M1,Drum Set
71,3.5,71,4,M1,Drum Set
71,3.5,71,4,M1,Claves
71,4,71,4.5,M1,Drum Set
71,4,71,4.5,M1,Claves
71,4.5,72,1,M1,Drum Set
72,1,72,1.5,M1,"Drum Set, Percussion"
72,1.5,72,2,M1,"Drum Set, Percussion"
72,2,72,2.5,M1,"Drum Set, Percussion"
72,2.5,72,3,M1,"Drum Set, Percussion"
72,3,72,3.5,M1,"Drum Set, Percussion"
72,3.5,72,4,M1,"Drum Set, Percussion"
72,4,72,4.5,M1,"Drum Set, Percussion"
72,4.5,73,1,M1,"Drum Set, Percussion"
